,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,popularity,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,year_released,budget_norm,runtime_norm,score_norm,votes_norm,popularity_norm
29,18000000,Paramount Pictures,USA,Ron Howard,Comedy,36611610,Gung Ho,PG-13,14.03.1986 00:00,112,6.2,Michael Keaton,9965,Edwin Blum,1986,1,1.033978333,100,FALSE,13698,tt0091159,Gung Ho,"When a western Pennsylvania auto plant is acquired by a Japanese company, brokering auto worker Hunt Stevenson faces the tricky challenge of mediating the assimilation of two clashing corporate cultures. At one end is the Japanese plant manager and the sycophant who is angling for his position. At the other, a number of disgruntled long-time union members struggle with the new exigencies of Japanese quality control.",6.853782,"When East meets West, the laughs shift into high gear!",Gung Ho,"Comedy, Drama",en,US,1986,-0.5092327412521407,0.4873362965771234,-0.07246634794857597,-0.8038789969034451,-0.335743042821295
30,8700000,Other,USA,Other,Action,4865912,Band of the Hand,R,11.04.1986 00:00,109,6.3,Stephen Lang,2297,Leo Garen,1986,0,-0.44069977,-40,FALSE,33762,tt0090693,Band of the Hand,An Indian Vietnam veteran trains five street punks in the Everglades to fight vice in Miami.,4.397712,"They're back on the mean streets. But this time, they're the good guys.",Band of the Hand,"Action, Crime, Drama",en,US,1986,-0.9083094262999356,0.2735025965051053,0.04722786807857544,-0.9304047024222304,-1.022461037482218
31,12000000,Columbia Pictures Corporation,USA,Other,Action,15945534,Armed and Dangerous,PG-13,15.08.1986 00:00,88,5.6,John Candy,9040,Brian Grazer,1986,1,0.3287945,30,FALSE,2620,tt0090660,Armed and Dangerous,"Dooley, a cop wrongly sacked for corruption, teams up with a useless defence lawyer in their new careers... as security guards. When the two are made fall guys for a robbery at a location they are guarding, the pair begin to investigate corruption within the company and their union. They soon make enemies of everyone, but can the unlikely duo save the day?",5.037671,Undercover. Overdressed. And keeping you safe from the scum of the earth,Armed and Dangerous,"Action, Comedy, Crime",en,US,1986,-0.7667015703152341,-1.223333303999022,-0.7906316441114876,-0.8191419439046027,-0.8435282867278792
32,1100000,Other,USA,Other,Comedy,1436000,Down by Law,R,30.10.1986 00:00,107,7.8,Tom Waits,39456,Jim Jarmusch,1986,1,0.305454545,30,FALSE,1554,tt0090967,Down by Law,The story of three men from completely different tracks who all meet in a Louisiana prison cell and eventually begin an awkward journey together.,8.843551,It's not where you start - It's where you start again.,Down by Law,"Crime, Drama, Comedy","en, it","DE, US",1986,-1.234436609779854,0.13094679645709315,1.842641108485853,-0.3172632455400523,0.22059703605205563
33,10000000,Other,USA,Other,Action,20603715,F/X,R,7.02.1986 00:00,109,6.7,Bryan Brown,14502,Robert T. Megginson,1986,1,1.0603715,110,FALSE,9873,tt0089118,F/X,"A movies special effects man is hired by a government agency to help stage the assassination of a well known gangster. When the agency double cross him, he uses his special effects to trap the gangster and the corrupt agents.",6.620556,Murder by Illusion,F/X,"Crime, Thriller, Action",en,US,1986,-0.8525245133362653,0.2735025965051053,0.5260047321871831,-0.7290163044231728,-0.40095311054037003
34,18000000,Other,USA,Other,Sci-Fi,3900000,The Manhattan Project,PG-13,13.06.1986 00:00,117,6.1,John Lithgow,4666,Marshall Brickman,1986,0,-0.783333333,-80,FALSE,30194,tt0091472,The Manhattan Project,"Named after the World War II-era program, the plot revolves around a gifted high school student who decides to construct a nuclear bomb for a national science fair. The film's underlying theme involves the Cold War of the 1980s when government secrecy and mutually assured destruction were key political and military issues.",4.29831,Paul Stevens' high school science project has gotten a little out of hand. He just built an atomic bomb. Now he's got 11 hours to make sure it doesn't work.,The Manhattan Project,"Science Fiction, Thriller",en,US,1986,-0.5092327412521407,0.8437257966971538,-0.19216056397572842,-0.8913150576160225,-1.0502538699769293
35,25000000,Other,USA,Other,Action,1579260,Solarbabies,PG-13,26.11.1986 00:00,94,4.8,Richard Jordan,3397,Walon Green,1986,0,-0.9368296,-90,FALSE,36677,tt0091981,Solarbabies,"In a future in which most water has disappeared from the Earth, we find a group of children, mostly teenagers, who are living at an orphanage, run by the despotic rulers of the new Earth. The group in question plays a hockey based game on roller skates and is quite good. It has given them a unity that transcends the attempts to bring them to heel by the government. Finding an orb of special power, they find it has unusual effects on them. They escape from the orphanage (on skates) and try to cross the wasteland looking for a place they can live free as the storm-troopers search for them and the orb.",1.278665,Who will rule the future?,Solarbabies,Science Fiction,en,US,1986,-0.2088524406785316,-0.7956659038549856,-1.748185372328702,-0.9122541708532862,-1.8945476234073622
36,10000000,Touchstone Pictures,USA,Other,Comedy,21458229,Tough Guys,PG,3.10.1986 00:00,104,6.2,Burt Lancaster,5584,James Orr,1986,1,1.1458229,110,FALSE,11038,tt0092105,Tough Guys,"Harry Doyle (Lancaster) and Archie Lang (Douglas) are two old-time train robbers, who held up a train in 1956 and have been incarcerated for thirty years. After serving their time, they are released from jail and have to adjust to a new life of freedom. Harry and Archie realize that they still have the pizzazz when, picking up their prison checks at a bank, they foil a robbery attempt. Archie, who spent his prison time pumping himself up, easily picks up a 20-year-old aerobics instructor. Harry, on the other hand, has to waste away his days in a nursing home. They both have festering resentments -- Archie for having to endure a humiliating job as a busboy; Harry for having to endure patronizing attitudes toward senior citizens. The two old pals finally go back to what they know best. After successfully robbing an armored car, they decide to rob the same train that they robbed thirty years ago.",2.86084,They're Out To Teach A New World Some Old Tricks.,Tough Guys,"Comedy, Crime",en,US,1986,-0.8525245133362653,-0.08288690361492503,-0.07246634794857597,-0.8761676139975764,-1.4521709634576678
37,12000000,Other,USA,Other,Comedy,7790931,The Best of Times,PG-13,31.01.1986 00:00,104,5.9,Robin Williams,5523,Ron Shelton,1986,0,-0.35075575,-40,FALSE,30653,tt0090713,The Best of Times,A small-town loser determines to have one more shot at the big time by winning a football game.,5.655712,"A comedy about life, hope, and getting even.",The Best of Times,Comedy,"en, de",US,1986,-0.7667015703152341,-0.08288690361492503,-0.4315489960300312,-0.8771741434754905,-0.6707238161149763
38,2000000,Other,Other,Other,Horror,7369373,Witchboard,R,13.03.1987 00:00,98,5.7,Todd Allen,4744,Kevin Tenney,1986,1,2.6846865,270,FALSE,17994,tt0090327,Witchboard,"Playing around with a Ouija board, a trio of friends succeeds in contacting the spirit of a young boy. Trouble begins when the evil spirit, Malfeitor, takes over one of their bodies.",8.180575,It's more than just a game.,Witchboard,Horror,de,"GB, US",1987,-1.19581628542039,-0.5105543037589614,-0.6709374280843351,-0.8900280199229519,0.03522872438816963
39,18000000,Other,USA,Other,Action,1305114,8 Million Ways to Die,R,25.04.1986 00:00,115,5.7,Jeff Bridges,3607,Lawrence Block,1986,0,-0.927493667,-90,FALSE,20858,tt0090568,8 Million Ways to Die,"Scudder is a detective with the Sheriff's Department who is forced to shoot a violent suspect during a narcotics raid. The ensuing psychological aftermath of this shooting worsens his drinking problem and this alcoholism causes him to lose his job, as well as his marriage.",9.328747,Death comes to all except those who deserve it most.,8 Million Ways to Die,Crime,"en, de, es",US,1986,-0.5092327412521407,0.7011699966491416,-0.6709374280843351,-0.9087890693719424,0.35625800016851056
40,8000000,Other,USA,Other,Action,11834302,Firewalker,PG,21.11.1986 00:00,104,5.0,Chuck Norris,4752,Robert Gosnell,1986,1,0.47928775,50,FALSE,12715,tt0091055,Firewalker,A pair of adventurers try to track down an ancient Aztec/Mayan/Egyptian/Apache horde of gold.,3.150899,A pair of down-and-out fortune hunters cash in on high adventure!,Firewalker,"Action, Adventure, Comedy","hu, en",US,1986,-0.9383474563572965,-0.08288690361492503,-1.5087969402743981,-0.889896016056996,-1.371070369902373
41,3300000,Other,USA,Other,Comedy,4941117,Vamp,R,18.07.1986 00:00,93,5.9,Chris Makepeace,3909,Donald P. Borchers,1986,1,0.497308182,50,FALSE,34223,tt0092147,Vamp,Two fraternity pledges go to a sleazy bar looking for strippers to entertain their college friends.,4.119963,A Frightening Comedy,Vamp,"Comedy, Horror",en,US,1986,-1.1400313724567197,-0.8669438038789916,-0.4315489960300312,-0.903805923432105,-1.100119750914277
42,15000000,Warner Bros.,USA,Other,Comedy,12308521,Club Paradise,PG-13,11.07.1986 00:00,96,4.9,Robin Williams,5049,Harry Shearer,1986,0,-0.179431933,-20,FALSE,26555,tt0090856,Club Paradise,"When Chicago firefighter Jack Moniker retires and moves to a small Caribbean island, he is befriended by the owner of a run-down resort. Together they renovate the resort and lure tourists to Club Paradise in an effort to fight off corrupt officials and businessmen who want to claim the resort as their own.",4.079853,The vacation you'll never forget - no matter how hard you try.,Club Paradise,"Comedy, Drama, Romance",en,US,1986,-0.6379671557836875,-0.6531101038069735,-1.6284911563015494,-0.884995372533381,-1.111334520349126
