budget,company,country,director,genre,gross,name,rating,released,star,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket
1000000,"Culture Company, The",India,Khalid Mohamed,Action,623791,Fiza,Not specified,8.09.2000 00:00,Jaya Bhaduri,Khalid Mohamed,2000,0,-0.376209,-40
28000000,Gramercy Pictures (I),Germany,Marek Kanievska,Drama,5658940,El asalto,PG-13,14.04.2000 00:00,Paul Newman,E. Max Frye,2000,0,-0.797895,-80
5000000,Saban Entertainment,USA,Mamoru Hosoda,Animation,9628751,Digimon: The Movie,PG,6.10.2000 00:00,Lara Jill Miller,Akiyoshi Hongo,2000,1,0.9257502,90
125000000,Warner Bros.,UK,Chris Columbus,Adventure,317575550,Harry Potter and the Sorcerer's Stone,PG,16.11.2001 00:00,Daniel Radcliffe,J.K. Rowling,2001,1,1.5406044,150
93000000,New Line Cinema,New Zealand,Peter Jackson,Adventure,315544750,The Lord of the Rings: The Fellowship of the Ring,PG-13,19.12.2001 00:00,Elijah Wood,J.R.R. Tolkien,2001,1,2.392954301,240
10000000,United Artists,Germany,Victor Salva,Horror,37904175,El demonio,R,31.08.2001 00:00,Gina Philips,Victor Salva,2001,1,2.7904175,280
15000000,Les Films Alain Sarde,France,David Lynch,Drama,7220243,Mulholland Drive,R,19.10.2001 00:00,Naomi Watts,David Lynch,2001,0,-0.518650467,-50
4500000,Pandora Cinema,USA,Richard Kelly,Drama,194220,Donnie Darko,R,26.10.2001 00:00,Jake Gyllenhaal,Richard Kelly,2001,0,-0.95684,-100
19000000,Tokuma Shoten,Japan,Hayao Miyazaki,Animation,10055859,Spirited Away,PG,28.03.2003 00:00,Daveigh Chase,Hayao Miyazaki,2001,0,-0.470744263,-50
115000000,Paramount Pictures,USA,Simon West,Action,131144183,Lara Croft: Tomb Raider,PG-13,15.06.2001 00:00,Angelina Jolie,Sara B. Cooper,2001,1,0.1403842,10
58000000,Universal Pictures,USA,Ron Howard,Biography,170742341,A Beautiful Mind,PG-13,4.01.2002 00:00,Russell Crowe,Akiva Goldsman,2001,1,1.943833466,190
115000000,Pixar Animation Studios,USA,Pete Docter,Animation,289916256,"Monsters, Inc.",G,2.11.2001 00:00,Billy Crystal,Pete Docter,2001,1,1.521010922,150
45000000,Warner Bros.,USA,Antoine Fuqua,Crime,76631907,Training Day,R,5.10.2001 00:00,Denzel Washington,David Ayer,2001,1,0.702931267,70
18000000,Metro-Goldwyn-Mayer (MGM),USA,Robert Luketic,Comedy,96520674,Legally Blonde,PG-13,13.07.2001 00:00,Reese Witherspoon,Amanda Brown,2001,1,4.362259667,440
92000000,Revolution Studios,USA,Ridley Scott,Drama,108638745,Black Hawk Down,R,18.01.2002 00:00,Josh Hartnett,Mark Bowden,2001,1,0.180855924,20
38000000,Universal Pictures,USA,Rob Cohen,Action,144533925,The Fast and the Furious,PG-13,22.06.2001 00:00,Vin Diesel,Ken Li,2001,1,2.803524342,280
60000000,DreamWorks Animation,USA,Andrew Adamson,Animation,267665011,Shrek,PG,18.05.2001 00:00,Mike Myers,William Steig,2001,1,3.461083517,350
87000000,Metro-Goldwyn-Mayer (MGM),USA,Ridley Scott,Crime,165092268,Hannibal,R,9.02.2001 00:00,Anthony Hopkins,Thomas Harris,2001,1,0.897612276,90
53000000,Apostle,USA,Ted Demme,Biography,52990775,Blow,R,6.04.2001 00:00,Johnny Depp,Bruce Porter,2001,0,-0.000174057,0
5000000,Eureka Pictures,USA,David Wain,Comedy,292102,Wet Hot American Summer,R,11.04.2002 00:00,Janeane Garofalo,Michael Showalter,2001,0,-0.9415796,-90
100000000,Twentieth Century Fox Film Corporation,USA,Tim Burton,Action,180011740,Planet of the Apes,PG-13,27.07.2001 00:00,Mark Wahlberg,Pierre Boulle,2001,1,0.8001174,80
1200000,Fox Searchlight Pictures,USA,Jay Chandrasekhar,Comedy,18488314,Super Troopers,R,15.02.2002 00:00,Jay Chandrasekhar,Jay Chandrasekhar,2001,1,14.40692833,1440
85000000,Warner Bros.,USA,Steven Soderbergh,Crime,183405771,Ocean's Eleven,PG-13,7.12.2001 00:00,George Clooney,George Clayton Johnson,2001,1,1.157714953,120
140000000,Touchstone Pictures,USA,Michael Bay,Action,198542554,Pearl Harbor,PG-13,25.05.2001 00:00,Ben Affleck,Randall Wallace,2001,1,0.4181611,40
17000000,Cruise/Wagner Productions,Spain,Alejandro Amenábar,Horror,96522687,Los otros,PG-13,10.08.2001 00:00,Nicole Kidman,Alejandro Amenábar,2001,1,4.677805118,470
21000000,Touchstone Pictures,USA,Wes Anderson,Comedy,52364010,The Royal Tenenbaums,R,4.01.2002 00:00,Gene Hackman,Wes Anderson,2001,1,1.493524286,150
50000000,Twentieth Century Fox Film Corporation,Australia,Baz Luhrmann,Drama,57386607,Amor en rojo,PG-13,1.06.2001 00:00,Nicole Kidman,Baz Luhrmann,2001,1,0.14773214,10
57000000,Warner Bros.,USA,Stephen Herek,Drama,17008282,Rock Star,R,7.09.2001 00:00,Mark Wahlberg,John Stockwell,2001,0,-0.701609088,-70
100000000,Warner Bros.,USA,Steven Spielberg,Adventure,78616689,A.I. Artificial Intelligence,PG-13,29.06.2001 00:00,Haley Joel Osment,Brian Aldiss,2001,0,-0.21383311,-20
2000000,Anhelo Producciones,Mexico,Alfonso Cuarón,Adventure,13622333,Y Tu Mamá También,R,26.04.2002 00:00,Maribel Verdú,Alfonso Cuarón,2001,1,5.8111665,580
26000000,Walt Disney Pictures,USA,Garry Marshall,Comedy,108248956,The Princess Diaries,G,3.08.2001 00:00,Julie Andrews,Meg Cabot,2001,1,3.163421385,320
35000000,Dimension Films,USA,Robert Rodriguez,Action,112719001,Spy Kids,PG,30.03.2001 00:00,Alexa PenaVega,Robert Rodriguez,2001,1,2.220542886,220
15000000,Columbia Pictures Corporation,USA,Joel Gallen,Comedy,38252284,Not Another Teen Movie,R,14.12.2001 00:00,Chyler Leigh,Mike Bender,2001,1,1.550152267,160
98000000,Universal Pictures,USA,Stephen Sommers,Action,202019785,The Mummy Returns,PG-13,4.05.2001 00:00,Brendan Fraser,Stephen Sommers,2001,1,1.061426378,110
68000000,Paramount Pictures,USA,Cameron Crowe,Fantasy,100614858,Vanilla Sky,R,14.12.2001 00:00,Tom Cruise,Alejandro Amenábar,2001,1,0.479630265,50
65000000,Columbia Pictures Corporation,USA,Brian Helgeland,Action,56569702,A Knight's Tale,PG-13,11.05.2001 00:00,Heath Ledger,Brian Helgeland,2001,0,-0.129696892,-10
120000000,Walt Disney Feature Animation,USA,Gary Trousdale,Animation,84052762,Atlantis: The Lost Empire,PG,15.06.2001 00:00,Michael J. Fox,Tab Murphy,2001,0,-0.299560317,-30
45000000,Dimension Films,USA,Keenen Ivory Wayans,Comedy,71308997,Scary Movie 2,R,4.07.2001 00:00,Anna Faris,Shawn Wayans,2001,1,0.584644378,60
35000000,Twentieth Century Fox Film Corporation,USA,Albert Hughes,Horror,31602566,From Hell,R,19.10.2001 00:00,Johnny Depp,Alan Moore,2001,0,-0.097069543,-10
25000000,Miramax,UK,Sharon Maguire,Comedy,71543427,Bridget Jones's Diary,R,13.04.2001 00:00,Renée Zellweger,Helen Fielding,2001,1,1.86173708,190
42000000,Warner Bros.,USA,Steve Beck,Horror,41867960,Thir13en Ghosts,R,26.10.2001 00:00,Tony Shalhoub,Robb White,2001,0,-0.00314381,0
42000000,Metro-Goldwyn-Mayer (MGM),France,Michael Cristofer,Drama,16252765,Original Sin,R,3.08.2001 00:00,Antonio Banderas,Cornell Woolrich,2001,0,-0.613029405,-60
30000000,LivePlanet,USA,J.B. Rogers,Comedy,145103595,American Pie 2,R,10.08.2001 00:00,Jason Biggs,Adam Herz,2001,1,3.8367865,380
68000000,Swanford Films,UK,Jean-Jacques Annaud,Drama,51401758,Enemy at the Gates,R,16.03.2001 00:00,Jude Law,Jean-Jacques Annaud,2001,0,-0.244091794,-20
28000000,Paramount Pictures,Germany,Ben Stiller,Comedy,45172250,Zoolander,PG-13,28.09.2001 00:00,Ben Stiller,Drake Sather,2001,1,0.613294643,60
22000000,New Line Cinema,USA,Jessie Nelson,Drama,40311852,I Am Sam,PG-13,25.01.2002 00:00,Sean Penn,Kristine Johnson,2001,1,0.832356909,80
28000000,Miramax,USA,Peter Chelsom,Comedy,50294317,Serendipity,PG-13,5.10.2001 00:00,John Cusack,Marc Klein,2001,1,0.796225607,80
93000000,Universal Pictures,USA,Joe Johnston,Action,181171875,Jurassic Park III,PG-13,18.07.2001 00:00,Sam Neill,Michael Crichton,2001,1,0.948084677,90
107000000,Columbia Pictures Corporation,USA,Michael Mann,Biography,58203105,Ali,R,25.12.2001 00:00,Will Smith,Gregory Allen Howard,2001,0,-0.456045748,-50
4000000,Lee Daniels Entertainment,USA,Marc Forster,Drama,31252964,Monster's Ball,R,1.03.2002 00:00,Billy Bob Thornton,Milo Addica,2001,1,6.813241,680
22000000,Dimension Films,USA,Kevin Smith,Comedy,30059386,Jay and Silent Bob Strike Back,R,24.08.2001 00:00,Jason Mewes,Kevin Smith,2001,1,0.366335727,40
7000000,United Artists,USA,Terry Zwigoff,Comedy,6217849,Ghost World,R,21.09.2001 00:00,Steve Buscemi,Daniel Clowes,2001,0,-0.111735857,-10
48000000,Paramount Pictures,USA,Jerry Zucker,Adventure,56618055,Rat Race,PG-13,17.08.2001 00:00,Breckin Meyer,Andy Breckman,2001,1,0.179542813,20
39000000,Universal Pictures,Canada,Harry Elfont,Comedy,14252830,Josie and the Pussycats,PG-13,11.04.2001 00:00,Rachael Leigh Cook,Deborah Kaplan,2001,0,-0.634542821,-60
68000000,IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG,USA,Iain Softley,Drama,50338485,K-PAX,PG-13,26.10.2001 00:00,Kevin Spacey,Gene Brewer,2001,0,-0.259728162,-30
40000000,Twentieth Century Fox Film Corporation,USA,Bobby Farrelly,Comedy,70836296,Shallow Hal,PG-13,9.11.2001 00:00,Jack Black,Sean Moynihan,2001,1,0.7709074,80
68000000,Paramount Pictures,USA,Frank Oz,Crime,71069884,The Score,R,13.07.2001 00:00,Robert De Niro,Daniel E. Taylor,2001,1,0.045145353,0
20000000,Jersey Films,USA,Jesse Dylan,Comedy,31155435,How High,R,21.12.2001 00:00,Method Man,Dustin Lee Abraham,2001,1,0.55777175,60
11000000,New Line Cinema,USA,James Isaac,Action,13121555,Jason X,R,26.04.2002 00:00,Kane Hodder,Victor Miller,2001,1,0.192868636,20
102000000,Jonathan Krane Group,USA,Dominic Sena,Action,69772969,Swordfish,R,8.06.2001 00:00,John Travolta,Skip Woods,2001,0,-0.315951284,-30
35000000,Morgan Creek Productions,USA,Sean Penn,Crime,19719930,The Pledge,R,19.01.2001 00:00,Jack Nicholson,Friedrich Dürrenmatt,2001,0,-0.436573429,-40
1500000,USA Films,USA,Brad Anderson,Horror,378176,Session 9,R,14.09.2001 00:00,David Caruso,Brad Anderson,2001,0,-0.747882667,-70
90000000,New Line Cinema,USA,Brett Ratner,Action,226164286,Rush Hour 2,PG-13,3.08.2001 00:00,Jackie Chan,Ross LaManna,2001,1,1.512936511,150
11000000,David Kirschner Productions,USA,Bill Paxton,Crime,13103828,Frailty,R,12.04.2002 00:00,Bill Paxton,Brent Hanley,2001,1,0.191257091,20
17700000,Columbia Pictures Corporation,USA,Dennie Gordon,Adventure,27087695,Joe Dirt,PG-13,11.04.2001 00:00,David Spade,David Spade,2001,1,0.530378249,50
57000000,DreamWorks,USA,Gore Verbinski,Adventure,66808615,The Mexican,R,2.03.2001 00:00,Brad Pitt,J.H. Wyman,2001,1,0.172080965,20
4500000,"Deseo, El",Spain,Guillermo del Toro,Drama,754749,The Devil's Backbone,R,19.10.2007 00:00,Marisa Paredes,Guillermo del Toro,2001,0,-0.832278,-80
23000000,Regency Enterprises,USA,John Dahl,Mystery,21973182,Joy Ride,R,5.10.2001 00:00,Steve Zahn,Clay Tarver,2001,0,-0.044644261,0
60000000,Paramount Pictures,USA,Lee Tamahori,Drama,74078174,Along Came a Spider,R,6.04.2001 00:00,Morgan Freeman,James Patterson,2001,1,0.234636233,20
20000000,Good Machine,USA,Joel Coen,Crime,7494849,The Man Who Wasn't There,R,16.11.2001 00:00,Billy Bob Thornton,Joel Coen,2001,0,-0.62525755,-60
13000000,Cort/Madden Productions,USA,Thomas Carter,Drama,91057006,Save the Last Dance,PG-13,12.01.2001 00:00,Julia Stiles,Duane Adler,2001,1,6.004385077,600
40000000,Twentieth Century Fox Film Corporation,USA,John Moore,Action,59068786,Behind Enemy Lines,PG-13,30.11.2001 00:00,Gene Hackman,Jim Thomas,2001,1,0.47671965,50
19800000,USA Films,UK,Robert Altman,Comedy,41308615,Gosford Park,R,18.01.2002 00:00,Maggie Smith,Julian Fellowes,2001,1,1.086293687,110
13000000,Bandeira Entertainment,USA,Blair Hayes,Adventure,5002310,Bubble Boy,PG-13,24.08.2001 00:00,Jake Gyllenhaal,Cinco Paul,2001,0,-0.615206923,-60
80000000,Columbia Pictures Corporation,USA,Ivan Reitman,Comedy,38345494,Evolution,PG-13,8.06.2001 00:00,David Duchovny,Don Jakoby,2001,0,-0.520681325,-50
115000000,Universal Pictures,Germany,Tony Scott,Action,26871,Juego de espías,R,21.11.2001 00:00,Robert Redford,Michael Frost Beckner,2001,0,-0.999766339,-100
16000000,Columbia Pictures,USA,John Singleton,Crime,28734552,Baby Boy,R,27.06.2001 00:00,AlexSandra Wright,John Singleton,2001,1,0.7959095,80
48000000,Konrad Pictures,USA,James Mangold,Comedy,47121859,Kate & Leopold,PG-13,25.12.2001 00:00,Meg Ryan,Steven Rogers,2001,0,-0.018294604,0
35000000,Davis Entertainment,USA,David Mirkin,Comedy,40334024,Heartbreakers,PG-13,23.03.2001 00:00,Sigourney Weaver,Robert Dunn,2001,1,0.152400686,20
28000000,Screen Gems,USA,John Carpenter,Action,8434601,Ghosts of Mars,R,24.08.2001 00:00,Natasha Henstridge,Larry Sulkis,2001,0,-0.69876425,-70
50000000,Regency Enterprises,USA,Gary Fleder,Drama,55001642,Don't Say a Word,R,28.09.2001 00:00,Michael Douglas,Andrew Klavan,2001,1,0.10003284,10
70000000,Warner Bros.,USA,Bobby Farrelly,Animation,13596911,Osmosis Jones,PG,10.08.2001 00:00,Laurence Fishburne,Marc Hyman,2001,0,-0.805758414,-80
21150000,Bungalow Productions,Australia,Simon Wincer,Adventure,25635682,Cocodrilo Dundee en Hollywood,PG,20.04.2001 00:00,Paul Hogan,Paul Hogan,2001,1,0.212088983,20
1500000,Fuller Films,USA,Henry Bean,Drama,406035,The Believer,R,23.08.2001 00:00,Ryan Gosling,Henry Bean,2001,0,-0.72931,-70
40000000,Warner Bros.,USA,Pat O'Connor,Drama,25288103,Sweet November,PG-13,16.02.2001 00:00,Keanu Reeves,Herman Raucher,2001,0,-0.367797425,-40
75000000,Metro-Goldwyn-Mayer (MGM),USA,Barry Levinson,Comedy,41575141,Bandits,PG-13,12.10.2001 00:00,Bruce Willis,Harley Peyton,2001,0,-0.445664787,-40
72000000,DreamWorks,USA,Rod Lurie,Action,18208078,The Last Castle,R,19.10.2001 00:00,Robert Redford,David Scarpa,2001,0,-0.747110028,-70
10000000,Warner Bros.,USA,Jamie Blanks,Horror,20384136,Valentine,R,2.02.2001 00:00,Denise Richards,Tom Savage,2001,1,1.0384136,100
35000000,Columbia Pictures Corporation,Germany,Adam Shankman,Comedy,60400856,The Wedding Planner,PG-13,26.01.2001 00:00,Jennifer Lopez,Pamela Falk,2001,1,0.725738743,70
6000000,Aamir Khan Productions,India,Ashutosh Gowariker,Adventure,70147,Lagaan: Once Upon a Time in India,PG,8.05.2002 00:00,Aamir Khan,Ashutosh Gowariker,2001,0,-0.988308833,-100
10000000,Star Overseas,Hong Kong,Stephen Chow,Action,488872,Shaolin Soccer,PG,12.07.2001 00:00,Stephen Chow,Stephen Chow,2001,0,-0.9511128,-100
60000000,New Line Cinema,USA,John Herzfeld,Action,24403552,15 Minutes,R,9.03.2001 00:00,Robert De Niro,John Herzfeld,2001,0,-0.593274133,-60
31000000,Castle Rock Entertainment,USA,Scott Hicks,Drama,24185781,Hearts in Atlantis,PG-13,28.09.2001 00:00,Anthony Hopkins,Stephen King,2001,0,-0.219813516,-20
7000000,Paramount Pictures,USA,Louis C.K.,Comedy,3293258,Pootie Tang,PG-13,29.06.2001 00:00,Chris Rock,Louis C.K.,2001,0,-0.529534571,-50
72000000,Castle Rock Entertainment,USA,Frank Darabont,Drama,27807266,The Majestic,PG,21.12.2001 00:00,Jim Carrey,Michael Sloane,2001,0,-0.613787972,-60
27000000,Winkler Films,USA,Irwin Winkler,Drama,15652637,Life as a House,R,9.11.2001 00:00,Hayden Christensen,Mark Andrus,2001,0,-0.420272704,-40
25000000,Twentieth Century Fox Film Corporation,France,Chris Nahon,Action,36845124,Kiss of the Dragon,R,6.07.2001 00:00,Jet Li,Jet Li,2001,1,0.47380496,50
23000000,Fox 2000 Pictures,USA,Tony Goldwyn,Comedy,27338033,Someone Like You...,PG-13,30.03.2001 00:00,Ashley Judd,Laura Zigman,2001,1,0.18861013,20
46000000,Revolution Studios,USA,Joe Roth,Comedy,93607673,America's Sweethearts,PG-13,20.07.2001 00:00,Julia Roberts,Billy Crystal,2001,1,1.034949413,100
48000000,Columbia Pictures,USA,Penny Marshall,Biography,30165536,Riding in Cars with Boys,PG-13,19.10.2001 00:00,Drew Barrymore,Beverly D'Onofrio,2001,0,-0.371551333,-40
30000000,Paramount Pictures,USA,John A. Davis,Animation,80936232,Jimmy Neutron: Boy Genius,G,21.12.2001 00:00,Debi Derryberry,John A. Davis,2001,1,1.6978744,170
39000000,Morgan Creek Productions,Canada,David Mamet,Action,47239,Heist,R,9.11.2001 00:00,Gene Hackman,David Mamet,2001,0,-0.998788744,-100
24000000,Touchstone Pictures,USA,Brendan Malloy,Comedy,13903262,Out Cold,PG-13,21.11.2001 00:00,Flex Alexander,Jon Zack,2001,0,-0.420697417,-40
60000000,Warner Bros.,USA,Lawrence Guterman,Action,93385515,Cats & Dogs,PG,4.07.2001 00:00,Alec Baldwin,John Requa,2001,1,0.55642525,60
30000000,Columbia Pictures Corporation,USA,Daniel Sackheim,Crime,18001232,The Glass House,PG-13,14.09.2001 00:00,Diane Lane,Wesley Strick,2001,0,-0.399958933,-40
49000000,Revolution Studios,USA,James Wong,Action,43905746,The One,PG-13,2.11.2001 00:00,Jet Li,Glen Morgan,2001,0,-0.103964367,-10
5000000,Chickie the Cop,USA,Tim Blake Nelson,Drama,16017403,O,R,31.08.2001 00:00,Mekhi Phifer,William Shakespeare,2001,1,2.2034806,220
22000000,Miramax,USA,Tommy O'Haver,Comedy,11560259,Get Over It,PG-13,9.03.2001 00:00,Kirsten Dunst,R. Lee Fleming Jr.,2001,0,-0.474533682,-50
137000000,Chris Lee Productions,USA,Hironobu Sakaguchi,Animation,32131830,Final Fantasy: The Spirits Within,PG-13,11.07.2001 00:00,Alec Baldwin,Hironobu Sakaguchi,2001,0,-0.765461095,-80
22000000,Columbia Pictures Corporation,USA,Dennis Dugan,Action,19351569,Saving Silverman,PG-13,9.02.2001 00:00,Jason Biggs,Hank Nelken,2001,0,-0.120383227,-10
1700000,Good Machine,USA,Todd Field,Crime,35930604,In the Bedroom,R,8.02.2002 00:00,Tom Wilkinson,Robert Festinger,2001,1,20.13564941,2010
28000000,Alliance Atlantis Communications,UK,Ronny Yu,Action,5204007,Formula 51,R,18.10.2002 00:00,Samuel L. Jackson,Stel Pavlou,2001,0,-0.814142607,-80
34000000,Warner Bros.,USA,Michael Tollin,Comedy,19693891,Summer Catch,PG-13,24.08.2001 00:00,Freddie Prinze Jr.,Kevin Falls,2001,0,-0.420767912,-40
14000000,Regency Enterprises,USA,Tom Green,Comedy,14249005,Freddy Got Fingered,R,20.04.2001 00:00,Tom Green,Tom Green,2001,1,0.017786071,0
11000000,New Line Cinema,USA,Francine McDougall,Comedy,13276953,Sugar & Spice,PG-13,26.01.2001 00:00,Marla Sokoloff,Mandy Nelson,2001,1,0.206995727,20
75000000,Twentieth Century Fox Film Corporation,USA,Henry Selick,Animation,5411999,Monkeybone,PG-13,23.02.2001 00:00,Brendan Fraser,Kaja Blackley,2001,0,-0.927840013,-90
32000000,Paramount Pictures,USA,Brian Robbins,Drama,40219708,Hardball,PG-13,14.09.2001 00:00,Keanu Reeves,Daniel Coyle,2001,1,0.256865875,30
18000000,Columbia Pictures Corporation,USA,John Boorman,Comedy,13729742,The Tailor of Panama,R,30.03.2001 00:00,Pierce Brosnan,John le Carré,2001,0,-0.237236556,-20
75000000,Paramount Pictures,USA,Harold Becker,Crime,45207112,Domestic Disturbance,PG-13,2.11.2001 00:00,John Travolta,Lewis Colick,2001,0,-0.397238507,-40
94000000,Franchise Pictures,USA,Renny Harlin,Action,32616869,Driven,PG-13,27.04.2001 00:00,Sylvester Stallone,Jan Skrentny,2001,0,-0.653012032,-70
57000000,Universal Pictures,UK,John Madden,Drama,25543895,Captain Corelli's Mandolin,R,17.08.2001 00:00,Nicolas Cage,Shawn Slovo,2001,0,-0.551861491,-60
6000000,Killer Films,USA,John Cameron Mitchell,Comedy,3029081,Hedwig and the Angry Inch,R,31.08.2001 00:00,John Cameron Mitchell,John Cameron Mitchell,2001,0,-0.495153167,-50
15000000,FilmFour,UK,Gregor Jordan,Comedy,353743,Buffalo Soldiers,R,31.10.2002 00:00,Joaquin Phoenix,Robert O'Connor,2001,0,-0.976417133,-100
47000000,Revolution Studios,USA,Luke Greenfield,Comedy,57743062,The Animal,PG-13,1.06.2001 00:00,Rob Schneider,Tom Brady,2001,1,0.228575787,20
14000000,Universal Pictures,USA,Mark Waters,Comedy,10397365,Head Over Heels,PG-13,2.02.2001 00:00,Monica Potter,John J. Strauss,2001,0,-0.257331071,-30
50000000,Twentieth Century Fox Film Corporation,USA,Gil Junger,Adventure,33422806,Black Knight,PG-13,21.11.2001 00:00,Martin Lawrence,Darryl Quarles,2001,0,-0.33154388,-30
13000000,Touchstone Pictures,USA,John Stockwell,Drama,16929123,Crazy/Beautiful,PG-13,29.06.2001 00:00,Kirsten Dunst,Phil Hay,2001,1,0.302240231,30
62000000,Franchise Pictures,USA,Demian Lichtenstein,Action,15738632,3000 Miles to Graceland,R,23.02.2001 00:00,Kurt Russell,Richard Recco,2001,0,-0.746151097,-70
5500000,British Broadcasting Corporation (BBC),UK,Richard Eyre,Biography,1292119,Iris,R,29.03.2002 00:00,Judi Dench,John Bayley,2001,0,-0.765069273,-80
50000000,Warner Bros.,USA,Andrzej Bartkowiak,Action,51758599,Exit Wounds,R,16.03.2001 00:00,Steven Seagal,Ed Horowitz,2001,1,0.03517198,0
18000000,October Films,USA,Harald Zwart,Comedy,6290673,One Night at McCool's,R,27.04.2001 00:00,Liv Tyler,Stan Seidel,2001,0,-0.650518167,-70
35000000,Miramax,USA,Lasse Hallström,Drama,11434216,The Shipping News,R,18.01.2002 00:00,Kevin Spacey,Annie Proulx,2001,0,-0.673308114,-70
30000000,Metro-Goldwyn-Mayer (MGM),USA,Peter Howitt,Action,10965209,Antitrust,PG-13,12.01.2001 00:00,Ryan Phillippe,Howard Franklin,2001,0,-0.634493033,-60
53000000,Franchise Pictures,USA,Luis Mandoki,Drama,24044532,Angel Eyes,R,18.05.2001 00:00,Jennifer Lopez,Gerald Di Pego,2001,0,-0.546329585,-50
25000000,Walt Disney Pictures,USA,Tim Hill,Comedy,17292381,Max Keeble's Big Move,PG,5.10.2001 00:00,Alex D. Linz,David L. Watts,2001,0,-0.30830476,-30
49000000,3 Arts Entertainment,Germany,Chris Weitz,Comedy,64186502,Estrenando Cuerpo,PG-13,16.02.2001 00:00,Chris Rock,Elaine May,2001,1,0.309928612,30
700000,Alter Ego Entertainment,USA,Michael Cuesta,Crime,1141829,L.I.E.,R,14.11.2003 00:00,Brian Cox,Stephen M. Ryder,2001,1,0.631184286,60
90000000,New Line Cinema,USA,Peter Chelsom,Comedy,6719973,Town & Country,R,27.04.2001 00:00,Warren Beatty,Michael Laughlin,2001,0,-0.925333633,-90
35000000,Morgan Creek Productions,USA,Les Mayfield,Action,13264986,American Outlaws,PG-13,17.08.2001 00:00,Colin Farrell,Roderick Taylor,2001,0,-0.6210004,-60
40000000,Dimension Films,USA,Gary Fleder,Drama,6114237,Impostor,R,4.01.2002 00:00,Shane Brolly,Philip K. Dick,2001,0,-0.847144075,-80
60000000,Metro-Goldwyn-Mayer (MGM),USA,Sam Weisman,Comedy,32095318,What's the Worst That Could Happen?,PG-13,1.06.2001 00:00,Martin Lawrence,Donald E. Westlake,2001,0,-0.465078033,-50
38000000,Greisman Productions,USA,Steve Miner,Action,623374,Texas Rangers,PG-13,30.11.2001 00:00,James Van Der Beek,George Durham,2001,0,-0.983595421,-100
11000000,Revolution Studios,USA,Gregory Poirier,Comedy,13558739,Tomcats,R,30.03.2001 00:00,Shannon Elizabeth,Gregory Poirier,2001,1,0.232612636,20
13000000,FilmFour,UK,Jez Butterworth,Comedy,4919896,Birthday Girl,R,1.02.2002 00:00,Nicole Kidman,Tom Butterworth,2001,0,-0.621546462,-60
33000000,DreamWorks,USA,Woody Allen,Comedy,7496522,The Curse of the Jade Scorpion,PG-13,24.08.2001 00:00,Greg Stebner,Woody Allen,2001,0,-0.772832667,-80
1000000,Fox Searchlight Pictures,USA,Charles Herman-Wurmfeld,Comedy,7022940,Kissing Jessica Stein,R,5.04.2002 00:00,Jennifer Westfeldt,Heather Juergensen,2001,1,6.02294,600
70000000,Twentieth Century Fox Film Corporation,USA,Steve Carr,Comedy,112952899,Dr. Dolittle 2,PG,22.06.2001 00:00,Eddie Murphy,Hugh Lofting,2001,1,0.613612843,60
100000,Detour Filmproduction,USA,Richard Linklater,Drama,490475,Tape,R,12.07.2002 00:00,Ethan Hawke,Stephen Belber,2001,1,3.90475,390
5000000,Artisan Entertainment,USA,Jon Favreau,Comedy,5308707,Made,R,31.08.2001 00:00,Vince Vaughn,Jon Favreau,2001,1,0.0617414,10
35000000,Gaumont,France,Jean-Marie Poiré,Comedy,4777007,Just Visiting,PG-13,6.04.2001 00:00,Jean Reno,Jean-Marie Poiré,2001,0,-0.863514086,-90
22000000,Twentieth Century Fox Film Corporation,USA,Vondie Curtis-Hall,Drama,4273372,Glitter,PG-13,21.09.2001 00:00,Mariah Carey,Cheryl L. West,2001,0,-0.805755818,-80
40000000,MDP Worldwide,Germany,Peter Hyams,Action,27053815,El mosquetero,PG-13,7.09.2001 00:00,Justin Chambers,Alexandre Dumas,2001,0,-0.323654625,-30
250000,Blow Up Pictures,USA,Nicole Holofcener,Comedy,4186931,Lovely & Amazing,R,2.08.2002 00:00,Catherine Keener,Nicole Holofcener,2001,1,15.747724,1570
4500000,Stonelock Pictures,USA,Jill Sprecher,Drama,3288164,Thirteen Conversations About One Thing,R,5.07.2002 00:00,Alan Arkin,Karen Sprecher,2001,0,-0.269296889,-30
5000000,"Goatsingers, The",USA,Tim Blake Nelson,Drama,517872,The Grey Zone,R,30.11.2001 00:00,David Arquette,Miklos Nyiszli,2001,0,-0.8964256,-90
7000000,3Mark Entertainment,USA,Mitch Davis,Adventure,4720371,The Other Side of Heaven,PG,12.04.2002 00:00,Christopher Gorham,Mitch Davis,2001,0,-0.325661286,-30
25000000,Twentieth Century Fox Film Corporation,USA,J.B. Rogers,Comedy,5516708,Say It Isn't So,R,23.03.2001 00:00,Chris Klein,Peter Gaulke,2001,0,-0.77933168,-80
16000000,New Line Cinema,USA,Ernest R. Dickerson,Crime,7307756,Bones,R,24.10.2001 00:00,Snoop Dogg,Adam Simon,2001,0,-0.54326525,-50
35000000,Warner Bros.,USA,John Whitesell,Action,33357476,See Spot Run,PG,2.03.2001 00:00,David Arquette,George Gallo,2001,0,-0.046929257,0
