,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,popularity,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released
2653,40000000,Fox Searchlight Pictures,USA,Other,Adventure,14241034,Amelia,PG,23.10.2009 00:00,111,5.8,Hilary Swank,10609,Ronald Bass,2009,0,-0.64397415,-60,FALSE,8915,tt1129445,Amelia,"A look at the life of legendary American pilot Amelia Earhart, who disappeared while flying over the Pacific Ocean in 1937 in an attempt to make a flight around the world.",5.308718,,Amelia,Adventure,en,US,"flying, empowerment, airplane, maneuver, woman director",2009
2654,30000000,Other,USA,Other,Biography,7443007,Taking Woodstock,R,28.08.2009 00:00,120,6.7,Demetri Martin,25866,James Schamus,2009,0,-0.751899767,-80,FALSE,26320,tt1127896,Taking Woodstock,"The story of Elliot Tiber and his family, who inadvertently played a pivotal role in making the famed Woodstock Music and Arts Festival into the happening that it was. When Elliot hears that a neighboring town has pulled the permit on a hippie music festival, he calls the producers thinking he could drum up some much-needed business for his parents' run-down motel. Three weeks later, half a million people are on their way to his neighbor’s farm in White Lake, New York, and Elliot finds himself swept up in a generation-defining experience that would change his life–and American culture–forever.",10.993034,A Generation Began In His Backyard.,Taking Woodstock,"Music, Comedy, Drama",en,US,"music festival, independent film, catskills, dog tags",2009
2655,10000000,Columbia Pictures Corporation,Other,Other,Biography,449558,The Damned United,R,27.03.2009 00:00,98,7.6,Colm Meaney,34976,Peter Morgan,2009,0,-0.9550442,-100,FALSE,21641,tt1226271,The Damned United,"Taking over Leeds United, Brian Clough's abrasive approach and his clear dislike of the players' dirty style of play make it certain there is going to be friction. Glimpses of his earlier career help explain both his hostility to previous manager Don Revie and how much he is missing right-hand man Peter Taylor",11.545627,They love me for what I'm not... ...they hate me for what I am.,The Damned United,Drama,en,GB,"england, leeds united, sport, brighton, soccer, cup, derby county, management, soccer team",2009
2656,3500000,Other,Other,Other,Comedy,44462,Defendor,R,13.05.2010 00:00,101,6.8,Woody Harrelson,32840,Peter Stebbings,2009,0,-0.987296571,-100,FALSE,34769,tt1303828,Defendor,"A crooked cop, a mob boss and the young girl they abuse are the denizens of a city's criminal underworld. It's a world that ordinary Arthur Poppington doesn't understand and doesn't belong in, but is committed to fighting when he changes into a vigilante super-hero of his own making, Defendor. With no power other than courage Defendor takes to the streets to protect the city's innocents.",5.600277,An unexpected hero will rise.,Defendor,"Drama, Action, Comedy, Crime",en,"CA, GB, US","crime fighter, delusion, superhero",2010
2657,27000000,Screen Gems,USA,Other,Action,15988876,Armored,PG-13,4.12.2009 00:00,88,5.7,Columbus Short,27251,James V. Simpson,2009,0,-0.407819407,-40,FALSE,4597,tt0913354,Armored,"A crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company. Armed with a seemingly fool-proof plan, the men plan on making off with a fortune with harm to none. But when an unexpected witness interferes, the plan quickly unravels and all bets are off.",9.951662,Who will be the last man standing?,Armored,"Action, Crime, Drama, Thriller","en, de",US,"robbery, homeless person, bank, armored car, truck, heist",2009
2658,15000000,Other,USA,Other,Comedy,4360548,Solitary Man,R,25.06.2010 00:00,90,6.4,Michael Douglas,14100,Brian Koppelman,2009,0,-0.7092968,-70,FALSE,36691,tt1294213,Solitary Man,A car magnate watches his personal and professional life hit the skids because of his business and romantic indiscretions.,5.829644,Ben loves his family almost as much as he loves himself,Solitary Man,"Comedy, Drama, Romance",en,US,"infidelity, bankrupt, loneliness, comedy, family drama",2010
2659,17000000,Other,USA,Other,Comedy,8662318,My Life in Ruins,PG-13,5.06.2009 00:00,98,5.9,Nia Vardalos,16145,Mike Reiss,2009,0,-0.490451882,-50,FALSE,23049,tt0865559,My Life in Ruins,"A Greek tour guide named Georgia attempts to recapture her kefi (Greek for mojo) by guiding a ragtag group of tourists around Greece and showing them the beauty of her native land. Along the way, she manages to open their eyes to the wonders of an exotic foreign land while beginning to see the world through a new set of eyes in the process.",7.19669,The most fun you can have without a passport.,My Life in Ruins,"Comedy, Romance",en,"GR, US","beach, greece, tour bus, tour guide, viagra, hospital",2009
2660,6000000,Other,USA,Other,Comedy,6670712,City Island,PG-13,30.04.2010 00:00,104,7.4,Andy Garcia,28292,Raymond De Felitta,2009,1,0.111785333,10,FALSE,28053,tt1174730,City Island,"The Rizzos, a family who doesn't share their habits, aspirations, and careers with one another, find their delicate web of lies disturbed by the arrival of a young ex-con brought home by Vince, the patriarch of the family, who is a corrections officer in real life, and a hopeful actor in private.",7.016044,Truth is stranger than family,City Island,"Drama, Comedy",en,US,"secret, fetishism, stripper, family secrets, convict, chubby woman, extramarital affair",2010
2661,800000,Other,Other,Other,Crime,166980,The Disappearance of Alice Creed,R,30.04.2010 00:00,100,6.8,Gemma Arterton,22135,J Blakeson,2009,0,-0.791275,-80,FALSE,38542,tt1379177,The Disappearance of Alice Creed,A rich man's daughter is held captive in an abandoned apartment by two former convicts who abducted her and hold her ransom in exchange for her father's money.,7.271526,Where is Alice Creed?,The Disappearance of Alice Creed,"Crime, Drama, Thriller",en,GB,"sex, bondage, ransom, kidnapping, father, rich",2010
2662,8000000,Other,USA,Other,Comedy,100503,The Good Guy,R,19.02.2010 00:00,100,5.9,Alexis Bledel,8288,Julio DePietro,2009,0,-0.987437125,-100,FALSE,39037,tt1247662,The Good Guy,"Ambitious young Manhattanite and urban conservationist Beth (Bledel) wants it all: a good job, good friends, and a good guy to share the city with. Of course that last one is often the trickiest of all. Beth falls hard for Tommy (Porter), a sexy, young Wall Street hot-shot. But just as everything seems to be falling into place, complications arise in the form of Tommy's sensitive and handsome co-worker Daniel (Greenberg). Beth soon learns that the game of love in the big city is a lot like Wall Street -- high risk, high reward and everybody has an angle.",6.269507,,The Good Guy,"Comedy, Romance",ru,US,independent film,2010
2663,4000000,Other,USA,Other,Comedy,101740,Survival of the Dead,R,6.05.2010 00:00,90,4.9,Alan Van Sprang,18336,George A. Romero,2009,0,-0.974565,-100,FALSE,29426,tt1134854,Survival of the Dead,"On an island off the coast of North America, local residents simultaneously fight a zombie epidemic while hoping for a cure to return their un-dead relatives back to their human state.",9.159799,Death isn't what it used to be.,Survival of the Dead,"Horror, Science Fiction",en,"CA, US",zombie,2010
2664,6500000,Other,USA,Other,Drama,66637,The Messenger,R,4.12.2009 00:00,113,7.2,Ben Foster,30893,Alessandro Camon,2009,0,-0.989748154,-100,FALSE,28089,tt0790712,The Messenger,"Will Montgomery (Ben Foster), a U.S. Army Staff Sergeant who has returned home from Iraq, is assigned to the Army’s Casualty Notification service. Montgomery is partnered with Captain Tony Stone (Woody Harrelson), to give notice to the families of fallen soldiers. The Sergeant is drawn to Olivia Pitterson (Samantha Morton), to whom he has delivered news of her husband’s death.",5.499937,The Scars of War Will Last Forever,The Messenger,"Drama, History","en, es",US,"independent film, wounded, soldier, iraq war",2009
2665,7500000,Other,USA,Other,Drama,9176553,Get Low,PG-13,27.08.2010 00:00,103,7.1,Robert Duvall,19987,Chris Provenzano,2009,1,0.2235404,20,FALSE,44718,tt1194263,Get Low,"A movie spun out of equal parts folk tale, fable and real-life legend about the mysterious, 1930s Tennessee hermit who famously threw his own rollicking funeral party... while he was still alive.",4.678848,Every secret dies somewhere.,Get Low,"Comedy, Drama, Mystery","en, fr",US,independent film,2010
2666,12000000,Other,Other,Other,Drama,548934,Ondine,PG-13,6.04.2011 00:00,111,6.8,Colin Farrell,17919,Neil Jordan,2009,0,-0.9542555,-100,FALSE,38448,tt1235796,Ondine,An Irish fisherman discovers a woman in his fishing net believing her to be a mermaid.,4.757269,The truth is not what you know. It's what you believe.,Ondine,"Drama, Romance","en, fr, ro","IE, US","alcohol, mermaid, wedding dress, fishing net, selkie",2011
2667,5000000,Other,USA,Other,Drama,518522,Tetro,R,23.09.2011 00:00,127,6.9,Vincent Gallo,11077,Mauricio Kartun,2009,0,-0.8962956,-90,FALSE,11928,tt0964185,Tetro,"Bennie travels to Buenos Aires to find his long-missing older brother, a once-promising writer who is now a remnant of his former self. Bennie's discovery of his brother's near-finished play might hold the answer to understanding their shared past and renewing their bond.",2.90333,Every family has a secret.,Tetro,"Drama, Mystery","en, fr, es","AR, ES, IT, US","confession, based on novel, birthday, nudity, cruise, ship, brother, love, rivalry, independent film, search, writer, ego, injury",2011
2668,10000000,Other,USA,Other,Thriller,1785,The Canyon,R,23.10.2009 00:00,100,5.9,Eion Bailey,3453,Steve Allrich,2009,0,-0.9998215,-100,FALSE,26223,tt0960741,The Canyon,A survival story about a honeymooning couple who get lost in the wide expanse of the Grand Canyon.,2.179154,Surviving is just the beginning,The Canyon,Thriller,en,US,"suspense, independent film",2009
2669,3000000,Other,USA,Other,Drama,5005,Tanner Hall,R,15.01.2015 00:00,96,5.9,Rooney Mara,2545,Tatiana von Furstenberg,2009,0,-0.998331667,-100,FALSE,71866,tt1151410,Tanner Hall,"Tanner Hall is a vivid peek into the private world of an all-girls boarding school. In a cozy, but run down New England, the knot of adolescent complexity is unraveled through the coming of age stories of four teen-age girls.",1.426803,,Tanner Hall,Drama,"en, de",US,"boarding school, woman director",2015
2670,160000000,Warner Bros.,USA,Other,Action,292576195,Inception,PG-13,16.07.2010 00:00,148,8.8,Leonardo DiCaprio,1629342,Christopher Nolan,2010,1,0.828601219,80,FALSE,27205,tt1375666,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",29.108149,Your mind is the scene of the crime.,Inception,"Action, Thriller, Science Fiction, Mystery, Adventure",en,"GB, US","loss of lover, dream, kidnapping, sleep, subconsciousness, heist, redemption, female hero",2010
2671,13000000,Fox Searchlight Pictures,USA,Other,Drama,106954678,Black Swan,R,17.12.2010 00:00,108,8,Natalie Portman,594148,Mark Heyman,2010,1,7.227282923,720,FALSE,44214,tt0947798,Black Swan,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",12.989056,"In the era of personal branding, the scariest possibility is that someone might be better at being you than you are.",Black Swan,"Drama, Thriller","en, fr, it",US,"dancing, competition, sex, dancer, obsession, paranoia, insanity, suspense, ballet, new york city, heartbreak, mental illness, madness, swan lake, ballerina, body horror",2010
2672,60000000,Universal Pictures,USA,Other,Action,31494270,Scott Pilgrim vs. the World,PG-13,13.08.2010 00:00,112,7.5,Michael Cera,302029,Michael Bacall,2010,0,-0.4750955,-50,FALSE,22538,tt0446029,Scott Pilgrim vs. the World,"Scott Pilgrim is a film adaptation of the critically acclaimed, award-winning series of graphic novels of the same name by Canadian cartoonist Bryan Lee O’Malley. Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven ""evil exes"" to be able to date her.",13.793301,Get the hot girl. Defeat her evil exes. Hit love where it hurts.,Scott Pilgrim vs. the World,"Action, Adventure, Comedy",en,"US, CA","whipping, hipster, underage girlfriend, animated flashback, character's point of view camera shot, unconsciousness, girl fight, vegan, aftercreditsstinger",2010
2673,80000000,Paramount Pictures,USA,Other,Mystery,128012934,Shutter Island,R,19.02.2010 00:00,138,8.1,Leonardo DiCaprio,883895,Laeta Kalogridis,2010,1,0.600161675,60,FALSE,11324,tt1130884,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",15.813629,Someone is missing.,Shutter Island,"Drama, Thriller, Mystery","en, de",US,"based on novel, island, hurricane, investigation, psychiatric hospital, u.s. marshal, conspiracy theory, 1950s",2010
2674,30000000,Other,Other,Other,Action,48071303,Kick-Ass,R,16.04.2010 00:00,117,7.7,Aaron Taylor-Johnson,465530,Jane Goldman,2010,1,0.602376767,60,FALSE,23483,tt1250777,Kick-Ass,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",17.26045,Shut up. Kick ass.,Kick-Ass,"Action, Crime",en,"GB, US","crime fighter, secret identity, comic book, superhero, murder, comedy, mafia, teenager, violence, realism, rookie, adaptation, young adult, kickass",2010
2675,20000000,DreamWorks,USA,Other,Comedy,31584722,She's Out of My League,R,12.03.2010 00:00,100,6.4,Jay Baruchel,107464,Sean Anders,2010,1,0.5792361,60,FALSE,34016,tt0815236,She's Out of My League,"When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",8.101247,"When she's this hot, You get one shot.",She's Out of My League,"Comedy, Romance",en,US,"confidence, romantic comedy, dating, insecurity, airport security, unlikely lovers, twenty something, duringcreditsstinger",2010
2676,6800000,Other,Other,Other,Drama,6857096,Incendies,R,29.07.2011 00:00,131,8.2,Lubna Azabal,97935,Denis Villeneuve,2010,1,0.008396471,0,FALSE,46738,tt1255953,Incendies,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.",8.596012,The search began at the opening of their mother's will.,Incendies,"Drama, War, Mystery","fr, ar, en","CA, FR","prison, middle east, rape, muslim, militia, interpreter, son, christian, orphanage, swimming pool, massacre, checkpoint, political assassination, twins, will",2011
2677,1500000,Other,USA,Other,Horror,54009150,Insidious,PG-13,1.04.2011 00:00,103,6.8,Patrick Wilson,226632,Leigh Whannell,2010,1,35.0061,3500,FALSE,49018,tt1591095,Insidious,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",17.24814,It's not the house that's haunted.,Insidious,"Horror, Thriller",en,"US, CA","medium, evil spirit, house warming, aftercreditsstinger",2011
2678,40000000,Columbia Pictures,USA,Other,Biography,96962694,The Social Network,PG-13,1.10.2010 00:00,120,7.7,Jesse Eisenberg,521956,Aaron Sorkin,2010,1,1.42406735,140,FALSE,37799,tt1285016,The Social Network,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",16.972995,You don't get to 500 million friends without making a few enemies.,The Social Network,Drama,en,US,"hacker, hacking, creator, frat party, social network, deposition, intellectual property, entrepreneur, arrogance, young entrepreneur, facebook",2010
2679,69000000,Universal Pictures,USA,Other,Animation,251513985,Despicable Me,PG,9.07.2010 00:00,95,7.7,Steve Carell,422190,Cinco Paul,2010,1,2.645130217,260,FALSE,20352,tt1323594,Despicable Me,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",22.274502,Superbad. Superdad.,Despicable Me,"Animation, Family",en,US,"adoptive father, orphanage, life's dream, rivalry, stealing, ballet, little girl, orphan, father daughter relationship, tomboy, mother son relationship, intelligent, kids, evil doctor, duringcreditsstinger, minions, supervillain, 3d, despicable, cattivissimo",2010
2680,37000000,Warner Bros.,USA,Other,Crime,92186262,The Town,R,17.09.2010 00:00,125,7.6,Ben Affleck,299626,Peter Craig,2010,1,1.491520595,150,FALSE,23168,tt0840361,The Town,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",13.081203,Welcome to the bank robbery capital of America.,The Town,"Crime, Drama, Thriller",en,US,"based on novel, money laundering, ambulance, boston, massachusetts, bank manager, drug dealer, florist, flower shop, hold-up robbery, volunteer, stolen money, friends, car set on fire, boston garden, police chase, best friend, fenway park",2010
2681,95000000,Fox 2000 Pictures,Other,Other,Adventure,88761720,Percy Jackson & the Olympians: The Lightning Thief,PG,12.02.2010 00:00,118,5.9,Logan Lerman,152255,Craig Titley,2010,0,-0.065666105,-10,FALSE,32657,tt0814255,Percy Jackson & the Olympians: The Lightning Thief,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",9.785895,Worlds Collide,Percy Jackson & the Olympians: The Lightning Thief,"Adventure, Fantasy, Family",en,"CA, US","monster, greek mythology, god, poseidon  , lightning bolt, based on young adult novel",2010
2682,15000000,Other,Other,Other,Biography,138797449,The King's Speech,R,25.12.2010 00:00,118,8,Colin Firth,544927,David Seidler,2010,1,8.253163267,830,FALSE,45269,tt1504320,The King's Speech,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",11.260387,Find your voice.,The King's Speech,"Drama, History",en,GB,"great britain, radio, monarchy, radio transmission, royal family, speech, marriage, royalty, death of father",2010
2683,8000000,Screen Gems,USA,Other,Comedy,58401464,Easy A,PG-13,17.09.2010 00:00,92,7.1,Emma Stone,301623,Bert V. Royal,2010,1,6.300183,630,FALSE,37735,tt1282140,Easy A,"After a little white lie about losing her virginity gets out, a clean cut high school girl sees her life paralleling Hester Prynne's in ""The Scarlet Letter,"" which she is currently studying in school - until she decides to use the rumor mill to advance her social and financial standing.",15.138144,The rumour-filled totally false account of how I ruined my flawless reputation.,Easy A,Comedy,en,US,"lie, high school, school, teen movie, rumor",2010
2684,200000000,Paramount Pictures,USA,Other,Action,312433331,Iron Man 2,PG-13,7.05.2010 00:00,124,7,Robert Downey Jr.,571416,Justin Theroux,2010,1,0.562166655,60,FALSE,10138,tt1228705,Iron Man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",19.083344,"It's not the armor that makes the hero, but the man inside.",Iron Man 2,"Adventure, Action, Science Fiction","en, ru, fr",US,"malibu, marvel comic, superhero, based on comic, revenge, aftercreditsstinger, marvel cinematic universe",2010
2685,30000000,Fox 2000 Pictures,USA,Other,Comedy,32367005,Love & Other Drugs,R,24.11.2010 00:00,112,6.7,Jake Gyllenhaal,154701,Charles Randolph,2010,1,0.078900167,10,FALSE,43347,tt0758752,Love & Other Drugs,"Maggie, an alluring free spirit who won't let anyone - or anything - tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serve him well with the ladies and in the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",7.575696,Addicted to one-night stands or dependent on one another?,Love & Other Drugs,"Drama, Comedy, Romance",en,US,"male nudity, female nudity, letter, love, viagra, sexual freedom, free spirit",2010
2686,170000000,Walt Disney Pictures,USA,Other,Action,172062763,TRON: Legacy,PG,17.12.2010 00:00,100,6.8,Jeff Bridges,278124,Edward Kitsis,2010,1,0.0121339,0,FALSE,20526,tt1104001,TRON: Legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",21.259,The Game Has Changed.,TRON: Legacy,"Adventure, Action, Science Fiction",en,US,"artificial intelligence, secret identity, computer program, dystopia, computer, deception, duel, motorcycle, neon light, autocracy",2010
2687,58000000,Summit Entertainment,USA,Other,Action,90380162,RED,PG-13,15.10.2010 00:00,111,7.1,Bruce Willis,254554,Jon Hoeber,2010,1,0.558278655,60,FALSE,39514,tt1245526,RED,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",12.595165,Still armed. Still dangerous. Still got it.,RED,"Action, Adventure, Comedy, Crime, Thriller","en, ru",US,"cia, retirement, shot to death, sniper rifle, retired, female spy, alarm",2010
2688,80000000,Other,USA,Other,Action,94835059,The Book of Eli,R,15.01.2010 00:00,118,6.9,Denzel Washington,246433,Gary Whitta,2010,1,0.185438238,20,FALSE,20504,tt1037705,The Book of Eli,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",14.39853,Some will kill to have it. He will kill to protect it.,The Book of Eli,"Action, Thriller, Science Fiction",en,US,"book, post-apocalyptic, dystopia, faith, blind",2010
2689,100000000,New Line Cinema,USA,Other,Comedy,95347692,Sex and the City 2,R,27.05.2010 00:00,146,4.4,Sarah Jessica Parker,63699,Michael Patrick King,2010,0,-0.04652308,0,FALSE,37786,tt1261945,Sex and the City 2,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.",7.255991,Carrie on.,Sex and the City 2,"Comedy, Drama, Romance","en, ar",US,,2010
2690,110000000,Twentieth Century Fox Film Corporation,USA,Other,Action,77222099,The A-Team,PG-13,11.06.2010 00:00,117,6.8,Liam Neeson,222505,Joe Carnahan,2010,0,-0.297980918,-30,FALSE,34544,tt0429493,The A-Team,"A group of Iraq War veterans goes on the run from U.S. military forces while they try to clear their names after being framed for a crime they didn't commit. Along the way, Col. Hannibal Smith, Capt. H.M. ‘Howling Mad’ Murdock , Sgt. Bosco ‘B.A.’ Baracus, and Lt. Templeton ‘Faceman’ Peck help out various people they encounter.",16.747793,There Is No Plan B,The A-Team,"Thriller, Action, Adventure, Comedy, Crime","de, en, es, fr, sw",US,"war crimes, military court, military service, double crossed, aftercreditsstinger, duringcreditsstinger",2010
