,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,popularity,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released,budget_norm,runtime_norm,score_norm,votes_norm,popularity_norm
10,27000000,Screen Gems,USA,Other,Action,15988876,Armored,PG-13,4.12.2009 00:00,88,5.7,Columbus Short,27251,James V. Simpson,2009,0,-0.407819407,-40,FALSE,4597,tt0913354,Armored,"A crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company. Armed with a seemingly fool-proof plan, the men plan on making off with a fortune with harm to none. But when an unexpected witness interferes, the plan quickly unravels and all bets are off.",9.951662,Who will be the last man standing?,Armored,"Action, Crime, Drama, Thriller","en, de",US,"robbery, homeless person, bank, armored car, truck, heist",2009,-0.2688075297411476,-1.4476417938539776,-0.9925101872806901,-0.7616382743398823,-0.08247046904409944
11,15000000,Other,USA,Other,Comedy,4360548,Solitary Man,R,25.06.2010 00:00,90,6.4,Michael Douglas,14100,Brian Koppelman,2009,0,-0.7092968,-70,FALSE,36691,tt1294213,Solitary Man,A car magnate watches his personal and professional life hit the skids because of his business and romantic indiscretions.,5.829644,Ben loves his family almost as much as he loves himself,Solitary Man,"Comedy, Drama, Romance",en,US,"infidelity, bankrupt, loneliness, comedy, family drama",2010,-0.6468247382417419,-1.2895173689411892,-0.046034348171590016,-0.9214122194490983,-1.132346189692051
12,17000000,Other,USA,Other,Comedy,8662318,My Life in Ruins,PG-13,5.06.2009 00:00,98,5.9,Nia Vardalos,16145,Mike Reiss,2009,0,-0.490451882,-50,FALSE,23049,tt0865559,My Life in Ruins,"A Greek tour guide named Georgia attempts to recapture her kefi (Greek for mojo) by guiding a ragtag group of tourists around Greece and showing them the beauty of her native land. Along the way, she manages to open their eyes to the wonders of an exotic foreign land while beginning to see the world through a new set of eyes in the process.",7.19669,The most fun you can have without a passport.,My Life in Ruins,"Comedy, Romance",en,"GR, US","beach, greece, tour bus, tour guide, viagra, hospital",2009,-0.5838218701583096,-0.6570196692900355,-0.7220885189638041,-0.8965671340754883,-0.7841603243200658
13,6000000,Other,USA,Other,Comedy,6670712,City Island,PG-13,30.04.2010 00:00,104,7.4,Andy Garcia,28292,Raymond De Felitta,2009,1,0.111785333,10,FALSE,28053,tt1174730,City Island,"The Rizzos, a family who doesn't share their habits, aspirations, and careers with one another, find their delicate web of lies disturbed by the arrival of a young ex-con brought home by Vince, the patriarch of the family, who is a corrections officer in real life, and a hopeful actor in private.",7.016044,Truth is stranger than family,City Island,"Drama, Comedy",en,US,"secret, fetishism, stripper, family secrets, convict, chubby woman, extramarital affair",2010,-0.9303376446171877,-0.18264639455167023,1.3060739934128383,-0.7489909717120447,-0.8301707613031576
14,800000,Other,Other,Other,Crime,166980,The Disappearance of Alice Creed,R,30.04.2010 00:00,100,6.8,Gemma Arterton,22135,J Blakeson,2009,0,-0.791275,-80,FALSE,38542,tt1379177,The Disappearance of Alice Creed,A rich man's daughter is held captive in an abandoned apartment by two former convicts who abducted her and hold her ransom in exchange for her father's money.,7.271526,Where is Alice Creed?,The Disappearance of Alice Creed,"Crime, Drama, Thriller",en,GB,"sex, bondage, ransom, kidnapping, father, rich",2010,-1.094145101634112,-0.498895244377247,0.4948089884621806,-0.8237935099249138,-0.7650996362225345
15,4000000,Other,USA,Other,Comedy,101740,Survival of the Dead,R,6.05.2010 00:00,90,4.9,Alan Van Sprang,18336,George A. Romero,2009,0,-0.974565,-100,FALSE,29426,tt1134854,Survival of the Dead,"On an island off the coast of North America, local residents simultaneously fight a zombie epidemic while hoping for a cure to return their un-dead relatives back to their human state.",9.159799,Death isn't what it used to be.,Survival of the Dead,"Horror, Science Fiction",en,"CA, US",zombie,2010,-0.9933405127006201,-1.2895173689411892,-2.0741968605482324,-0.8699482675456204,-0.28415754022609085
16,6500000,Other,USA,Other,Drama,66637,The Messenger,R,4.12.2009 00:00,113,7.2,Ben Foster,30893,Alessandro Camon,2009,0,-0.989748154,-100,FALSE,28089,tt0790712,The Messenger,"Will Montgomery (Ben Foster), a U.S. Army Staff Sergeant who has returned home from Iraq, is assigned to the Army’s Casualty Notification service. Montgomery is partnered with Captain Tony Stone (Woody Harrelson), to give notice to the families of fallen soldiers. The Sergeant is drawn to Olivia Pitterson (Samantha Morton), to whom he has delivered news of her husband’s death.",5.499937,The Scars of War Will Last Forever,The Messenger,"Drama, History","en, es",US,"independent film, wounded, soldier, iraq war",2009,-0.9145869275963295,0.5289135175558777,1.0356523250959524,-0.7173909389214529,-1.2163223815057873
17,7500000,Other,USA,Other,Drama,9176553,Get Low,PG-13,27.08.2010 00:00,103,7.1,Robert Duvall,19987,Chris Provenzano,2009,1,0.2235404,20,FALSE,44718,tt1194263,Get Low,"A movie spun out of equal parts folk tale, fable and real-life legend about the mysterious, 1930s Tennessee hermit who famously threw his own rollicking funeral party... while he was still alive.",4.678848,Every secret dies somewhere.,Get Low,"Comedy, Drama, Mystery","en, fr",US,independent film,2010,-0.8830854935546134,-0.2617086070080644,0.9004414909375088,-0.8498899614567058,-1.4254532988358684
18,12000000,Other,Other,Other,Drama,548934,Ondine,PG-13,6.04.2011 00:00,111,6.8,Colin Farrell,17919,Neil Jordan,2009,0,-0.9542555,-100,FALSE,38448,tt1235796,Ondine,An Irish fisherman discovers a woman in his fishing net believing her to be a mermaid.,4.757269,The truth is not what you know. It's what you believe.,Ondine,"Drama, Romance","en, fr, ro","IE, US","alcohol, mermaid, wedding dress, fishing net, selkie",2011,-0.7413290403668905,0.37078909264308924,0.4948089884621806,-0.8750144781083565,-1.4054795132073405
19,5000000,Other,USA,Other,Drama,518522,Tetro,R,23.09.2011 00:00,127,6.9,Vincent Gallo,11077,Mauricio Kartun,2009,0,-0.8962956,-90,FALSE,11928,tt0964185,Tetro,"Bennie travels to Buenos Aires to find his long-missing older brother, a once-promising writer who is now a remnant of his former self. Bennie's discovery of his brother's near-finished play might hold the answer to understanding their shared past and renewing their bond.",2.90333,Every family has a secret.,Tetro,"Drama, Mystery","en, fr, es","AR, ES, IT, US","confession, based on novel, birthday, nudity, cruise, ship, brother, love, rivalry, independent film, search, writer, ego, injury",2011,-0.9618390786589038,1.6357844919453965,0.6300198226206241,-0.958139208732435,-1.877676758261181
20,10000000,Other,USA,Other,Thriller,1785,The Canyon,R,23.10.2009 00:00,100,5.9,Eion Bailey,3453,Steve Allrich,2009,0,-0.9998215,-100,FALSE,26223,tt0960741,The Canyon,A survival story about a honeymooning couple who get lost in the wide expanse of the Grand Canyon.,2.179154,Surviving is just the beginning,The Canyon,Thriller,en,US,"suspense, independent film",2009,-0.8043319084503229,-0.498895244377247,-0.7220885189638041,-1.050764602809894,-2.0621239877191675
21,60000000,Universal Pictures,USA,Other,Action,31494270,Scott Pilgrim vs. the World,PG-13,13.08.2010 00:00,112,7.5,Michael Cera,302029,Michael Bacall,2010,0,-0.4750955,-50,FALSE,22538,tt0446029,Scott Pilgrim vs. the World,"Scott Pilgrim is a film adaptation of the critically acclaimed, award-winning series of graphic novels of the same name by Canadian cartoonist Bryan Lee O’Malley. Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven ""evil exes"" to be able to date her.",13.793301,Get the hot girl. Defeat her evil exes. Hit love where it hurts.,Scott Pilgrim vs. the World,"Action, Adventure, Comedy",en,"US, CA","whipping, hipster, underage girlfriend, animated flashback, character's point of view camera shot, unconsciousness, girl fight, vegan, aftercreditsstinger",2010,0.7707397936354868,0.44985130509948346,1.4412848275712806,2.5766907568531954,0.8959928742975051
22,20000000,DreamWorks,USA,Other,Comedy,31584722,She's Out of My League,R,12.03.2010 00:00,100,6.4,Jay Baruchel,107464,Sean Anders,2010,1,0.5792361,60,FALSE,34016,tt0815236,She's Out of My League,"When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",8.101247,"When she's this hot, You get one shot.",She's Out of My League,"Comedy, Romance",en,US,"confidence, romantic comedy, dating, insecurity, airport security, unlikely lovers, twenty something, duringcreditsstinger",2010,-0.48931756803316095,-0.498895244377247,-0.046034348171590016,0.2128843824197212,-0.5537701532334404
23,6800000,Other,Other,Other,Drama,6857096,Incendies,R,29.07.2011 00:00,131,8.2,Lubna Azabal,97935,Denis Villeneuve,2010,1,0.008396471,0,FALSE,46738,tt1255953,Incendies,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.",8.596012,The search began at the opening of their mother's will.,Incendies,"Drama, War, Mystery","fr, ar, en","CA, FR","prison, middle east, rape, muslim, militia, interpreter, son, christian, orphanage, swimming pool, massacre, checkpoint, political assassination, twins, will",2011,-0.9051364973838147,1.9520333417709734,2.3877606666803795,0.09711478900889925,-0.4277537794751543
24,37000000,Warner Bros.,USA,Other,Crime,92186262,The Town,R,17.09.2010 00:00,125,7.6,Ben Affleck,299626,Peter Craig,2010,1,1.491520595,150,FALSE,23168,tt0840361,The Town,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",13.081203,Welcome to the bank robbery capital of America.,The Town,"Crime, Drama, Thriller",en,US,"based on novel, money laundering, ambulance, boston, massachusetts, bank manager, drug dealer, florist, flower shop, hold-up robbery, volunteer, stolen money, friends, car set on fire, boston garden, police chase, best friend, fenway park",2010,0.046206810676014363,1.477660067032608,1.576495661729723,2.547496262890953,0.7146219048058716
25,95000000,Fox 2000 Pictures,Other,Other,Adventure,88761720,Percy Jackson & the Olympians: The Lightning Thief,PG,12.02.2010 00:00,118,5.9,Logan Lerman,152255,Craig Titley,2010,0,-0.065666105,-10,FALSE,32657,tt0814255,Percy Jackson & the Olympians: The Lightning Thief,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",9.785895,Worlds Collide,Percy Jackson & the Olympians: The Lightning Thief,"Adventure, Fantasy, Family",en,"CA, US","monster, greek mythology, god, poseidon  , lightning bolt, based on young adult novel",2010,1.8732899850955538,0.9242245798378487,-0.7220885189638041,0.7570585726247927,-0.12469123289924264
26,30000000,Fox 2000 Pictures,USA,Other,Comedy,32367005,Love & Other Drugs,R,24.11.2010 00:00,112,6.7,Jake Gyllenhaal,154701,Charles Randolph,2010,1,0.078900167,10,FALSE,43347,tt0758752,Love & Other Drugs,"Maggie, an alluring free spirit who won't let anyone - or anything - tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serve him well with the ladies and in the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",7.575696,Addicted to one-night stands or dependent on one another?,Love & Other Drugs,"Drama, Comedy, Romance",en,US,"male nudity, female nudity, letter, love, viagra, sexual freedom, free spirit",2010,-0.174303227615999,0.44985130509948346,0.3595981543037382,0.7867754815851108,-0.6876277042830119
27,58000000,Summit Entertainment,USA,Other,Action,90380162,RED,PG-13,15.10.2010 00:00,111,7.1,Bruce Willis,254554,Jon Hoeber,2010,1,0.558278655,60,FALSE,39514,tt1245526,RED,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",12.595165,Still armed. Still dangerous. Still got it.,RED,"Action, Adventure, Comedy, Crime, Thriller","en, ru",US,"cia, retirement, shot to death, sniper rifle, retired, female spy, alarm",2010,0.7077369255520545,0.37078909264308924,0.9004414909375088,1.9999081514193855,0.5908282931544209
28,80000000,Other,USA,Other,Action,94835059,The Book of Eli,R,15.01.2010 00:00,118,6.9,Denzel Washington,246433,Gary Whitta,2010,1,0.185438238,20,FALSE,20504,tt1037705,The Book of Eli,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",14.39853,Some will kill to have it. He will kill to protect it.,The Book of Eli,"Action, Thriller, Science Fiction",en,US,"book, post-apocalyptic, dystopia, faith, blind",2010,1.4007684744698108,0.9242245798378487,0.6300198226206241,1.9012446118990491,1.050144368185217
29,110000000,Twentieth Century Fox Film Corporation,USA,Other,Action,77222099,The A-Team,PG-13,11.06.2010 00:00,117,6.8,Liam Neeson,222505,Joe Carnahan,2010,0,-0.297980918,-30,FALSE,34544,tt0429493,The A-Team,"A group of Iraq War veterans goes on the run from U.S. military forces while they try to clear their names after being framed for a crime they didn't commit. Along the way, Col. Hannibal Smith, Capt. H.M. ‘Howling Mad’ Murdock , Sgt. Bosco ‘B.A.’ Baracus, and Lt. Templeton ‘Faceman’ Peck help out various people they encounter.",16.747793,There Is No Plan B,The A-Team,"Thriller, Action, Adventure, Comedy, Crime","de, en, es, fr, sw",US,"war crimes, military court, military service, double crossed, aftercreditsstinger, duringcreditsstinger",2010,2.3458114957212968,0.8451623673814546,0.4948089884621806,1.610538889248808,1.6485003639903228
30,117000000,Twentieth Century Fox Film Corporation,USA,Other,Action,76423035,Knight and Day,PG-13,23.06.2010 00:00,109,6.3,Tom Cruise,157815,Patrick O'Neill,2010,0,-0.346811667,-30,FALSE,37834,tt1013743,Knight and Day,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",12.758942,Every Hit Man Deserves a Second Shot!,Knight and Day,"Action, Comedy","en, de, es",US,"spy, airport, gas station, garage, pilot, chase, secret agent, rope, exploding building, car chase, police car, boy genius, duringcreditsstinger",2010,2.5663215340133103,0.21266466773030082,-0.18124518233003356,0.8246080467946081,0.6325422051025393
31,3500000,Other,USA,Other,Drama,9737892,Blue Valentine,R,28.01.2011 00:00,112,7.4,Ryan Gosling,154714,Derek Cianfrance,2010,1,1.782254857,180,FALSE,46705,tt1120985,Blue Valentine,"Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.",11.107914,Nobody Baby But You And Me,Blue Valentine,"Drama, Romance",en,US,"dancing, nurse, depression, classroom, bridge, marriage, truck, love, dysfunctional family, children",2011,-1.0090912297214782,0.44985130509948346,1.3060739934128383,0.7869334210031337,0.21202628030309736
32,16000000,Summit Entertainment,USA,Other,Drama,19068240,Remember Me,PG-13,12.03.2010 00:00,113,7.2,Robert Pattinson,121432,Will Fetters,2010,1,0.191765,20,FALSE,23169,tt1403981,Remember Me,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.",8.307719,Live in the moments.,Remember Me,"Drama, Romance",en,US,"new york, father son relationship, grieving, romantic drama, young adult, college student, 21st century",2010,-0.6153233042000257,0.5289135175558777,1.0356523250959524,0.3825842124923795,-0.5011818482348636
33,25000000,Other,USA,Other,Biography,93617009,The Fighter,R,17.12.2010 00:00,116,7.8,Mark Wahlberg,294996,Scott Silver,2010,1,2.74468036,270,FALSE,45317,tt0964517,The Fighter,"The Fighter, is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",14.141837,Every dream deserves a fighting chance.,The Fighter,Drama,en,US,"sport, irish american, documentary crew, lowell massachusetts, blue collar worker, church bells, documentary filmmaking, boxer shorts, jumping rope, shadow boxing, duringcreditsstinger",2010,-0.33181039782458,0.7661001549250603,1.8469173300466089,2.4912455317027793,0.9847648020697165
34,15000000,Other,Other,Other,Drama,2434652,Never Let Me Go,R,15.10.2010 00:00,103,7.2,Keira Knightley,118784,Kazuo Ishiguro,2010,0,-0.837689867,-80,FALSE,42188,tt1334260,Never Let Me Go,"As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.",8.278794,These students have everything they need. Except time.,Never Let Me Go,"Drama, Romance, Science Fiction",en,"GB, US","soul, based on novel, sadness, forgiveness, dystopia, boarding school, cloning, existentialism",2010,-0.6468247382417419,-0.2617086070080644,1.0356523250959524,0.3504131679597049,-0.5085490298482731
35,80000000,Columbia Pictures,USA,Dennis Dugan,Comedy,162001186,Grown Ups,PG-13,25.06.2010 00:00,102,6.0,Adam Sandler,194404,Adam Sandler,2010,1,1.025014825,100,FALSE,38365,tt1375670,Grown Ups,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",23.981251,Boys will be boys. . . some longer than others.,Grown Ups,Comedy,en,US,"overweight, swing, foot, convertible, arrow",2010,1.4007684744698108,-0.34077081946445864,-0.5868776848053618,1.2691346134132002,3.4908581437299278
36,110000000,Columbia Pictures,USA,Other,Action,118311368,Salt,PG-13,23.07.2010 00:00,100,6.4,Angelina Jolie,259831,Kurt Wimmer,2010,1,0.075557891,10,FALSE,27576,tt0944835,Salt,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",8.704455,Who is Salt?,Salt,"Action, Mystery, Thriller","en, ru, ko",US,"assassination, spy, cia, kidnapping, cold war, soviet union, double agent, race against time, revenge, on the run, shootout, espionage, female protagonist, hitwoman, terrorism, violence, russian spy, intelligence officer, action heroine",2010,2.3458114957212968,-0.498895244377247,-0.046034348171590016,2.064019405950701,-0.40013340693572697
37,80000000,Other,USA,Other,Action,103068524,The Expendables,R,13.08.2010 00:00,103,6.5,Sylvester Stallone,288429,Dave Callaham,2010,1,0.28835655,30,FALSE,27578,tt1320253,The Expendables,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",14.75562,Choose Your Weapon.,The Expendables,"Thriller, Adventure, Action","en, es",US,"tattoo, martial arts, sniper, island, mercenary, bridge, rescue, escape, church, drug, blade, ensemble cast, duringcreditsstinger",2010,1.4007684744698108,-0.2617086070080644,0.08917648598685234,2.4114618272291866,1.1410949950592817
38,55000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,98711404,Date Night,PG-13,9.04.2010 00:00,88,6.3,Steve Carell,135458,Josh Klausner,2010,1,0.7947528,80,FALSE,35056,tt1279935,Date Night,"Phil and Claire Foster fear that their mild-mannered relationship may be falling into a stale rut. During their weekly date night, their dinner reservation leads to their being mistaken for a couple of thieves – and now a number of unsavoury characters want Phil and Claire killed.",8.443736,One ordinary couple. One little white lie.,Date Night,Comedy,"he, en",US,"date, corruption, taxi, expensive restaurant, wife husband relationship, gun, boat, taxi driver, document, restaurant, roof, married couple, politician, stripper, shooting, thief, car crash, stealing, mistaken identity, police corruption, aftercreditsstinger, duringcreditsstinger",2010,0.6132326234269059,-1.4476417938539776,-0.18124518233003356,0.5529886953531402,-0.4665383930400121
