budget,gross,name,released,runtime,score,votes,year,isprofit,profitability_ratio,profitability_ratio_bucket
50000000,51758599,Exit Wounds,16.03.2001 00:00,101,5.5,28779,2001,1,0.03517198,0
18000000,6290673,One Night at McCool's,27.04.2001 00:00,93,6.1,26528,2001,0,-0.650518167,-70
35000000,11434216,The Shipping News,18.01.2002 00:00,111,6.8,29749,2001,0,-0.673308114,-70
30000000,10965209,Antitrust,12.01.2001 00:00,105,6.1,26399,2001,0,-0.634493033,-60
53000000,24044532,Angel Eyes,18.05.2001 00:00,102,5.6,20298,2001,0,-0.546329585,-50
25000000,17292381,Max Keeble's Big Move,5.10.2001 00:00,86,5.4,6177,2001,0,-0.30830476,-30
49000000,64186502,Estrenando Cuerpo,16.02.2001 00:00,87,5.4,19724,2001,1,0.309928612,30
700000,1141829,L.I.E.,14.11.2003 00:00,97,7.2,8842,2001,1,0.631184286,60
90000000,6719973,Town & Country,27.04.2001 00:00,104,4.4,4284,2001,0,-0.925333633,-90
35000000,13264986,American Outlaws,17.08.2001 00:00,94,6,12534,2001,0,-0.6210004,-60
40000000,6114237,Impostor,4.01.2002 00:00,95,6.2,20767,2001,0,-0.847144075,-80
60000000,32095318,What's the Worst That Could Happen?,1.06.2001 00:00,94,5.5,13245,2001,0,-0.465078033,-50
38000000,623374,Texas Rangers,30.11.2001 00:00,90,5.2,4922,2001,0,-0.983595421,-100
11000000,13558739,Tomcats,30.03.2001 00:00,95,5.3,15912,2001,1,0.232612636,20
13000000,4919896,Birthday Girl,1.02.2002 00:00,93,6.1,22359,2001,0,-0.621546462,-60
33000000,7496522,The Curse of the Jade Scorpion,24.08.2001 00:00,103,6.8,33870,2001,0,-0.772832667,-80
1000000,7022940,Kissing Jessica Stein,5.04.2002 00:00,97,6.6,14583,2001,1,6.02294,600
70000000,112952899,Dr. Dolittle 2,22.06.2001 00:00,87,4.7,36199,2001,1,0.613612843,60
100000,490475,Tape,12.07.2002 00:00,86,7.3,16687,2001,1,3.90475,390
5000000,5308707,Made,31.08.2001 00:00,95,6.4,15620,2001,1,0.0617414,10
35000000,4777007,Just Visiting,6.04.2001 00:00,88,5.8,16103,2001,0,-0.863514086,-90
22000000,4273372,Glitter,21.09.2001 00:00,104,2.2,20019,2001,0,-0.805755818,-80
40000000,27053815,El mosquetero,7.09.2001 00:00,104,4.7,13209,2001,0,-0.323654625,-30
250000,4186931,Lovely & Amazing,2.08.2002 00:00,91,6.9,6267,2001,1,15.747724,1570
4500000,3288164,Thirteen Conversations About One Thing,5.07.2002 00:00,104,7.1,8888,2001,0,-0.269296889,-30
5000000,517872,The Grey Zone,30.11.2001 00:00,108,7.1,9158,2001,0,-0.8964256,-90
7000000,4720371,The Other Side of Heaven,12.04.2002 00:00,113,6.5,3408,2001,0,-0.325661286,-30
25000000,5516708,Say It Isn't So,23.03.2001 00:00,95,4.9,11736,2001,0,-0.77933168,-80
16000000,7307756,Bones,24.10.2001 00:00,96,4.1,5852,2001,0,-0.54326525,-50
35000000,33357476,See Spot Run,2.03.2001 00:00,94,5.4,7788,2001,0,-0.046929257,0
6000000,27457409,The Brothers,23.03.2001 00:00,106,6.4,3480,2001,1,3.576234833,360
7000000,10097096,The Wash,14.11.2001 00:00,100,4.7,5897,2001,1,0.442442286,40
3000000,8821782,The Deep End,31.08.2001 00:00,101,6.7,10111,2001,1,1.940594,190
20000000,668140,Charlotte Gray,11.01.2002 00:00,121,6.4,9455,2001,0,-0.966593,-100
15000000,7288451,The Forsaken,27.04.2001 00:00,90,5.3,7560,2001,0,-0.514103267,-50
11000000,23978402,Corky Romano,12.10.2001 00:00,86,4.6,11303,2001,1,1.179854727,120
30000000,430313,The Affair of the Necklace,7.12.2001 00:00,100,6.1,4644,2001,0,-0.985656233,-100
23000000,36696761,Recess: School's Out,16.02.2001 00:00,82,6.6,7522,2001,1,0.595511348,60
12000000,419414,Bride of the Wind,4.01.2002 00:00,100,5.7,536,2001,0,-0.965048833,-100
38000000,22770864,Joe Somebody,21.12.2001 00:00,98,5.5,8891,2001,0,-0.400766737,-40
7000000,3209481,The Cat's Meow,3.05.2002 00:00,114,6.4,7093,2001,0,-0.541502714,-50
17000000,3100650,Soul Survivors,7.09.2001 00:00,84,3.9,7504,2001,0,-0.817608824,-80
7000000,411034,CQ,31.05.2002 00:00,88,6.3,4247,2001,0,-0.941280857,-90
13000000,22235901,Two Can Play That Game,7.09.2001 00:00,90,6.1,4642,2001,1,0.710453923,70
7000000,23247539,Kingdom Come,11.04.2001 00:00,94,5.7,1846,2001,1,2.321077,229
13500000,687194,The Caveman's Valentine,20.09.2001 00:00,105,6,5794,2001,0,-0.949096741,-90
10000000,4356743,On the Line,26.10.2001 00:00,85,4.1,3767,2001,0,-0.5643257,-60
2500000,405182,Little Secrets,23.08.2002 00:00,96,6.5,2814,2001,0,-0.8379272,-80
100000000,77812000,Gangs of New York,20.12.2002 00:00,167,7.5,340246,2002,0,-0.22188,-20
100000000,261988482,Harry Potter and the Chamber of Secrets,15.11.2002 00:00,161,7.4,432417,2002,1,1.61988482,160
139000000,403706375,Spider-Man,3.05.2002 00:00,121,7.3,587005,2002,1,1.90436241,190
52000000,164615351,Catch Me If You Can,25.12.2002 00:00,141,8.1,611179,2002,1,2.165679827,220
3300000,7563397,City of God,13.02.2004 00:00,130,8.7,580295,2002,1,1.291938485,130
35000000,32572577,The Pianist,28.03.2003 00:00,150,8.5,558449,2002,0,-0.069354943,-10
11000000,41227069,A Walk to Remember,25.01.2002 00:00,101,7.4,174670,2002,1,2.747915364,270
45000000,170687518,Chicago,24.01.2003 00:00,113,7.2,184943,2002,1,2.793055956,280
8000000,45064915,28 Days Later...,27.06.2003 00:00,113,7.6,320108,2002,1,4.633114375,459
94000000,342551365,The Lord of the Rings: The Two Towers,18.12.2002 00:00,179,8.7,1206786,2002,1,2.644163457,260
48000000,129128133,The Ring,18.10.2002 00:00,115,7.1,275425,2002,1,1.690169438,170
41000000,116724075,8 Mile,8.11.2002 00:00,110,7,204990,2002,1,1.846928659,180
84000000,153288182,Scooby-Doo,14.06.2002 00:00,100,5,77811,2002,1,0.82485931,80
50000000,52801000,Unfaithful,10.05.2002 00:00,124,6.7,67756,2002,1,0.05602,10
102000000,132072926,Minority Report,21.06.2002 00:00,145,7.7,430579,2002,1,0.294832608,30
4000000,4059680,Secretary,11.10.2002 00:00,107,7,72138,2002,1,0.01492,0
60000000,121661683,The Bourne Identity,14.06.2002 00:00,119,7.9,442597,2002,1,1.027694717,100
35000000,54234062,The Count of Monte Cristo,25.01.2002 00:00,131,7.7,111649,2002,1,0.549544629,50
80000000,104454762,Road to Perdition,12.07.2002 00:00,117,7.7,214021,2002,1,0.305684525,30
38000000,127223418,Sweet Home Alabama,27.09.2002 00:00,108,6.2,89028,2002,1,2.347984684,229
115000000,310675583,Star Wars: Episode II - Attack of the Clones,16.05.2002 00:00,142,6.6,510731,2002,1,1.701526809,170
75000000,78122718,We Were Soldiers,1.03.2002 00:00,138,7.2,111599,2002,1,0.04163624,0
48000000,96397334,Panic Room,29.03.2002 00:00,112,6.8,220623,2002,1,1.008277792,100
46000000,67355513,Insomnia,24.05.2002 00:00,118,7.2,235773,2002,1,0.464250283,50
25000000,41675994,The Hours,14.02.2003 00:00,110,7.6,108353,2002,1,0.66703976,70
78000000,93149898,Dragón rojo,4.10.2002 00:00,124,7.2,215791,2002,1,0.194229462,20
33000000,40119709,Resident Evil,15.03.2002 00:00,100,6.7,216222,2002,1,0.215748758,20
20000000,1203974,Equilibrium,6.12.2002 00:00,107,7.5,277569,2002,0,-0.9398013,-90
142000000,160942139,Die Another Day,22.11.2002 00:00,133,6.1,179342,2002,1,0.133395345,10
140000000,190418803,Men in Black II,3.07.2002 00:00,88,6.1,284356,2002,1,0.360134307,40
72000000,227966634,Signs,2.08.2002 00:00,106,6.7,292420,2002,1,2.16620325,220
19000000,22245861,Adaptation.,14.02.2003 00:00,114,7.7,153539,2002,1,0.170834789,20
54000000,82348319,Blade II,22.03.2002 00:00,117,6.7,171317,2002,1,0.52496887,50
5000000,241438208,Casarse... está en griego,2.08.2002 00:00,95,6.6,107984,2002,1,47.2876416,4730
60000000,43254409,Star Trek: Nemesis,13.12.2002 00:00,116,6.4,62507,2002,0,-0.279093183,-30
59000000,176387405,Ice Age,15.03.2002 00:00,81,7.6,357258,2002,1,1.989617034,200
70000000,142109382,xXx,9.08.2002 00:00,124,5.8,156008,2002,1,1.030134029,100
80000000,145794338,Lilo & Stitch,21.06.2002 00:00,85,7.2,131270,2002,1,0.822429225,80
63000000,213307889,Austin Powers in Goldmember,26.07.2002 00:00,94,6.2,172153,2002,1,2.385839508,240
13000000,46566212,Phone Booth,4.04.2003 00:00,81,7.1,221926,2002,1,2.582016308,260
12000000,25885000,Frida,22.11.2002 00:00,123,7.4,66915,2002,1,1.157083333,120
18000000,41032915,Orange County,11.01.2002 00:00,82,6.2,42919,2002,1,1.279606389,130
140000000,38176783,Treasure Planet,27.11.2002 00:00,95,7.1,79637,2002,0,-0.727308693,-70
100000000,35168966,K-19: The Widowmaker,19.07.2002 00:00,138,6.7,52002,2002,0,-0.64831034,-60
6000000,21005329,Van Wilder: Party Liaison,5.04.2002 00:00,92,6.4,93275,2002,1,2.500888167,250
60000000,43061982,Reign of Fire,12.07.2002 00:00,101,6.2,113304,2002,0,-0.2823003,-30
60000000,91047077,The Scorpion King,19.04.2002 00:00,92,5.5,110841,2002,1,0.517451283,50
25000000,17844216,Punch-Drunk Love,1.11.2002 00:00,95,7.3,118802,2002,0,-0.28623136,-30
35000000,30113491,Ghost Ship,25.10.2002 00:00,91,5.5,80523,2002,0,-0.139614543,-10
43000000,24718164,The Sweetest Thing,12.04.2002 00:00,88,5.1,48712,2002,0,-0.425158977,-40
47000000,14970038,Solaris,27.11.2002 00:00,99,6.2,70859,2002,0,-0.681488553,-70
21000000,25296447,The Transporter,11.10.2002 00:00,92,6.8,252974,2002,1,0.204592714,20
30000000,41385278,About a Boy,17.05.2002 00:00,101,7.1,151125,2002,1,0.379509267,40
40000000,14448589,Life or Something Like It,26.04.2002 00:00,103,5.8,20540,2002,0,-0.638785275,-60
31000000,53710019,Hero,27.08.2004 00:00,107,7.9,157335,2002,1,0.732581258,70
6428966,169659,Infernal Affairs,12.12.2002 00:00,101,8.1,100326,2002,0,-0.97361022,-100
35000000,30336800,Queen of the Damned,22.02.2002 00:00,101,5.3,46391,2002,0,-0.133234286,-10
32000000,35746370,The Mothman Prophecies,25.01.2002 00:00,119,6.5,67002,2002,1,0.117074063,10
60000000,93354851,Two Weeks Notice,20.12.2002 00:00,101,6.1,91854,2002,1,0.555914183,60
38000000,40007742,Enough,24.05.2002 00:00,115,5.7,32959,2002,1,0.052835316,10
8000000,14015786,The Good Girl,30.08.2002 00:00,93,6.5,39603,2002,1,0.75197325,80
5000000,13060843,25th Hour,10.01.2003 00:00,135,7.7,156154,2002,1,1.6121686,160
1500000,21158188,Cabin Fever,12.09.2003 00:00,93,5.6,65465,2002,1,13.10545867,1310
80000000,73280117,Spirit: Stallion of the Cimarron,24.05.2002 00:00,83,7.1,50166,2002,0,-0.083998538,-10
80000000,56684819,The Time Machine,8.03.2002 00:00,96,5.9,108052,2002,0,-0.291439763,-30
15000000,30354442,Halloween: Resurrection,12.07.2002 00:00,94,4.1,29063,2002,1,1.023629467,100
30000000,40390647,Blue Crush,16.08.2002 00:00,104,5.6,27193,2002,1,0.3463549,30
115000000,40914068,Windtalkers,14.06.2002 00:00,134,6,58906,2002,0,-0.644225496,-60
85000000,40077257,Collateral Damage,8.02.2002 00:00,108,5.5,64737,2002,0,-0.528502859,-50
50000000,126293452,Mr. Deeds,28.06.2002 00:00,96,5.8,118036,2002,1,1.52586904,150
68000000,118907036,The Sum of All Fears,31.05.2002 00:00,124,6.4,91007,2002,1,0.748632882,70
55000000,94011225,Maid in Manhattan,13.12.2002 00:00,105,5.1,72953,2002,1,0.709295,70
36000000,71756802,John Q,15.02.2002 00:00,116,7.1,106341,2002,1,0.9932445,100
4000000,6532619,The Rules of Attraction,11.10.2002 00:00,110,6.7,45923,2002,1,0.63315475,60
70000000,30160161,Bad Company,7.06.2002 00:00,116,5.6,41284,2002,0,-0.569140557,-60
42000000,41543207,High Crimes,5.04.2002 00:00,115,6.3,32605,2002,0,-0.010876024,0
15000000,19158074,Tuck Everlasting,11.10.2002 00:00,90,6.7,18985,2002,1,0.277204933,30
38000000,85846429,Spy Kids 2: Island of Lost Dreams,7.08.2002 00:00,100,5.1,49101,2002,1,1.259116553,130
21000000,6835856,Moonlight Mile,4.10.2002 00:00,112,6.7,12451,2002,0,-0.674483048,-70
8000000,1641788,Spider,13.11.2002 00:00,98,6.8,31663,2002,0,-0.7947765,-80
29000000,16003576,Confessions of a Dangerous Mind,24.01.2003 00:00,113,7.1,74700,2002,0,-0.448152552,-40
30000000,65016287,About Schmidt,3.01.2003 00:00,125,7.2,112029,2002,1,1.167209567,120
50000000,31874869,Murder by Numbers,19.04.2002 00:00,115,6.1,46166,2002,0,-0.36250262,-40
13500000,15854988,Far from Heaven,10.01.2003 00:00,107,7.4,38469,2002,1,0.174443556,20
34000000,23443124,Eight Crazy Nights,27.11.2002 00:00,76,5.3,19027,2002,0,-0.310496353,-30
10000000,32983713,Friday After Next,22.11.2002 00:00,85,5.8,21274,2002,1,2.2983713,229
12000000,37191304,Crossroads,15.02.2002 00:00,93,3.4,35300,2002,1,2.099275333,210
12000000,31597131,One Hour Photo,13.09.2002 00:00,96,6.8,102344,2002,1,1.63309425,160
30000000,17322606,Eight Legged Freaks,17.07.2002 00:00,99,5.4,46341,2002,0,-0.4225798,-40
17000000,37950822,40 Days and 40 Nights,1.03.2002 00:00,96,5.6,64465,2002,1,1.232401294,120
4000000,45289,Sympathy for Mr. Vengeance,29.03.2002 00:00,129,7.7,50651,2002,0,-0.98867775,-100
15000000,47811275,Big Fat Liar,8.02.2002 00:00,88,5.4,30579,2002,1,2.187418333,220
10000000,1587173,Nicholas Nickleby,9.01.2004 00:00,132,7.2,9963,2002,0,-0.8412827,-80
60000000,50547998,The Tuxedo,27.09.2002 00:00,98,5.3,67127,2002,0,-0.157533367,-20
30000000,62536,Trapped,20.09.2002 00:00,106,6.2,20617,2002,0,-0.997915467,-100
13000000,28972187,The New Guy,10.05.2002 00:00,88,5.9,29982,2002,1,1.228629769,120
500000,150277,May,11.04.2003 00:00,93,6.7,28449,2002,0,-0.699446,-70
2000000,410241,Spun,7.02.2003 00:00,101,6.8,33439,2002,0,-0.7948795,-80
20000000,75600072,The Rookie,29.03.2002 00:00,127,7,28077,2002,1,2.7800036,280
10000000,7876,Swept Away,11.10.2002 00:00,89,3.6,13734,2002,0,-0.9992124,-100
20000000,8586376,Boat Trip,21.03.2003 00:00,94,4.9,27849,2002,0,-0.5706812,-60
20000000,12398628,Undisputed,23.08.2002 00:00,100,6.2,24459,2002,0,-0.3800686,-40
10000000,16033556,Kung Pow: Enter the Fist,25.01.2002 00:00,81,6.2,39559,2002,1,0.6033556,60
16000000,16346122,White Oleander,11.10.2002 00:00,109,7.2,26787,2002,1,0.021632625,0
35000000,6592103,Mujer fatal,6.11.2002 00:00,114,6.3,29963,2002,0,-0.8116542,-80
15000000,9059588,Dark Blue,21.02.2003 00:00,118,6.6,18124,2002,0,-0.396027467,-40
65000000,139236327,The Santa Clause 2,1.11.2002 00:00,104,5.6,38234,2002,1,1.142097338,110
45000000,66818548,Changing Lanes,12.04.2002 00:00,98,6.5,60451,2002,1,0.484856622,50
40000000,605562,Below,18.10.2002 00:00,105,6.2,18804,2002,0,-0.98486095,-100
26000000,36985501,Clockstoppers,29.03.2002 00:00,94,5.2,11909,2002,1,0.422519269,40
40000000,7262288,Big Trouble,5.04.2002 00:00,85,6.5,18116,2002,0,-0.8184428,-80
16000000,4839383,Hollywood Ending,3.05.2002 00:00,112,6.6,23072,2002,0,-0.697538563,-70
35000000,81172560,Snow Dogs,18.01.2002 00:00,99,5.1,21710,2002,1,1.319216,130
8500000,28563926,Swimfan,6.09.2002 00:00,85,5,17091,2002,1,2.360461882,240
20000000,56398162,Drumline,13.12.2002 00:00,118,5.7,29636,2002,1,1.8199081,180
50000000,26199517,Blood Work,9.08.2002 00:00,110,6.4,36540,2002,0,-0.47600966,-50
35000000,18306166,The Four Feathers,20.09.2002 00:00,132,6.5,29532,2002,0,-0.476966686,-50
12000000,75782105,Barbershop,13.09.2002 00:00,102,6.3,23871,2002,1,5.315175417,530
30000000,51432423,Like Mike,3.07.2002 00:00,99,5.1,16153,2002,1,0.7144141,70
85000000,38082712,Showtime,15.03.2002 00:00,95,5.5,54818,2002,0,-0.551968094,-60
70000000,33105600,I Spy,1.11.2002 00:00,97,5.4,43883,2002,0,-0.527062857,-50
18000000,764554,The Salton Sea,17.05.2002 00:00,103,7.2,27543,2002,0,-0.957524778,-100
16000000,40363530,The Master of Disguise,2.08.2002 00:00,80,3.3,19029,2002,1,1.522720625,150
15000000,8378141,The Importance of Being Earnest,21.06.2002 00:00,97,6.9,19899,2002,0,-0.441457267,-40
70000000,19076815,Hart's War,15.02.2002 00:00,125,6.3,45910,2002,0,-0.727474071,-70
1000000,2003420,Bubba Ho-Tep,10.10.2003 00:00,92,7.2,40698,2002,1,1.00342,100
3500000,325661,Ju-on: The Grudge,25.01.2003 00:00,92,6.7,34319,2002,0,-0.906954,-90
25000000,38230435,Undercover Brother,31.05.2002 00:00,86,5.8,30636,2002,1,0.5292174,50
10000000,8111360,Dirty Pretty Things,5.09.2003 00:00,97,7.4,36601,2002,0,-0.188864,-20
27000000,69599016,Divine Secrets of the Ya-Ya Sisterhood,7.06.2002 00:00,116,6,16109,2002,1,1.577741333,160
100000000,4420080,The Adventures of Pluto Nash,16.08.2002 00:00,95,3.8,21240,2002,0,-0.9557992,-100
12500000,21078145,Antwone Fisher,10.01.2003 00:00,120,7.3,28371,2002,1,0.6862516,70
120000000,64956806,Stuart Little 2,19.07.2002 00:00,77,5.4,40457,2002,0,-0.458693283,-50
7500000,10460089,Narc,10.01.2003 00:00,105,7.2,35355,2002,1,0.394678533,40
70000000,18990798,Rollerball,8.02.2002 00:00,98,3,23008,2002,0,-0.728702886,-70
60000000,30063805,Dragonfly,22.02.2002 00:00,104,6.1,33117,2002,0,-0.498936583,-50
55000000,8355815,Death to Smoochy,29.03.2002 00:00,109,6.4,35823,2002,0,-0.848076091,-80
29000000,16930185,Serving Sara,23.08.2002 00:00,100,5.3,15017,2002,0,-0.416200517,-40
12000000,10198766,Sorority Boys,22.03.2002 00:00,93,5.4,12478,2002,0,-0.150102833,-20
10600000,22163442,Darkness,25.12.2004 00:00,88,5.4,17383,2002,1,1.090890755,110
30000000,12987647,The Quiet American,7.03.2003 00:00,101,7.1,24812,2002,0,-0.567078433,-60
17000000,12840842,They,27.11.2002 00:00,89,4.8,11322,2002,0,-0.244656353,-20
6000000,6165429,Cerca de la libertad,31.01.2003 00:00,94,7.5,24515,2002,1,0.0275715,0
4000000,562059,Poolhall Junkies,28.02.2003 00:00,99,7,8858,2002,0,-0.85948525,-90
1200000,6073,Bundy,22.11.2002 00:00,99,5.9,6232,2002,0,-0.994939167,-100
20000000,48430258,Peter Pan II: Return to Neverland,15.02.2002 00:00,72,5.8,14642,2002,1,1.4215129,140
25000000,10727683,Abandon,18.10.2002 00:00,99,4.9,8168,2002,0,-0.57089268,-60
3000000,5844929,Real Women Have Curves,8.11.2002 00:00,90,7,6236,2002,1,0.948309667,90
42000000,13208023,Feardotcom,30.08.2002 00:00,101,3.3,17833,2002,0,-0.685523262,-70
35000000,16988996,The Country Bears,26.07.2002 00:00,88,4,4149,2002,0,-0.514600114,-50
10000000,1483975,Evelyn,25.12.2002 00:00,94,7,5611,2002,0,-0.8516025,-90
11000000,4814244,Slackers,1.02.2002 00:00,86,5.3,12825,2002,0,-0.562341455,-60
70000000,14294842,Ballistic: Ecks vs. Sever,20.09.2002 00:00,91,3.6,17279,2002,0,-0.795787971,-80
60000000,32122249,Analyze That,6.12.2002 00:00,96,5.9,73442,2002,0,-0.464629183,-50
3500000,236266,Gerry,20.09.2002 00:00,103,6.2,15933,2002,0,-0.932495429,-90
7000000,2062066,Auto Focus,1.11.2002 00:00,105,6.6,11759,2002,0,-0.705419143,-70
12500000,14060950,The Emperor's Club,22.11.2002 00:00,109,6.9,15086,2002,1,0.124876,10
25000000,10103647,Possession,30.08.2002 00:00,102,6.4,11970,2002,0,-0.59585412,-60
10000000,6044618,Deuces Wild,3.05.2002 00:00,96,5.6,6400,2002,0,-0.3955382,-40
9000000,4681503,Igby Goes Down,4.10.2002 00:00,98,7,29911,2002,0,-0.479833,-50
11000000,774317,Heaven,30.08.2002 00:00,97,7.1,21282,2002,0,-0.929607545,-90
60000000,22433915,City by the Sea,6.09.2002 00:00,108,6.1,22160,2002,0,-0.626101417,-60
55000000,79161,Eye See You,17.01.2002 00:00,96,5.3,20748,2002,0,-0.998560709,-100
60000000,5350371,The Truth About Charlie,25.10.2002 00:00,104,4.8,8899,2002,0,-0.91082715,-90
9000000,121756,All or Nothing,16.05.2003 00:00,128,7.6,8613,2002,0,-0.986471556,-100
2000000,2506446,Full Frontal,2.08.2002 00:00,101,4.8,8888,2002,1,0.253223,30
13000000,15361537,Half Past Dead,15.11.2002 00:00,98,4.6,12824,2002,1,0.181656692,20
8000000,27362712,Brown Sugar,11.10.2002 00:00,109,6.5,6451,2002,1,2.420339,240
14000000,25482931,All About the Benjamins,8.03.2002 00:00,95,5.8,10283,2002,1,0.820209357,80
10000000,30307416,The Banger Sisters,20.09.2002 00:00,100,5.6,13034,2002,1,2.0307416,200
1800000,5709616,El crimen del padre Amaro,13.12.2002 00:00,100,6.8,11545,2002,1,2.172008889,220
11000000,3034181,The Guru,14.02.2003 00:00,94,5.4,13953,2002,0,-0.724165364,-70
500000,13134,The Slaughter Rule,11.01.2002 00:00,112,6.1,2098,2002,0,-0.973732,-100
17500000,43061,City of Ghosts,27.03.2003 00:00,116,6,4529,2002,0,-0.997539371,-100
4000000,146402,Mondays in the Sun,9.05.2003 00:00,113,7.7,10762,2002,0,-0.9633995,-100
11000000,11411644,The Powerpuff Girls Movie,3.07.2002 00:00,73,6.5,8247,2002,1,0.037422182,0
25000000,40108697,The Wild Thornberrys Movie,20.12.2002 00:00,85,5.3,12741,2002,1,0.60434788,60
12000000,333976,Welcome to Collinwood,18.10.2002 00:00,86,6.4,12971,2002,0,-0.972168667,-100
15600000,13571817,Juwanna Mann,21.06.2002 00:00,91,4.5,5482,2002,0,-0.130011731,-10
3500000,17504595,Empire,6.12.2002 00:00,90,6,6725,2002,1,4.001312857,400
250000,3802390,Better Luck Tomorrow,25.04.2003 00:00,101,7.2,8218,2002,1,14.20956,1420
3000000,13684949,Hey Arnold! The Movie,28.06.2002 00:00,76,5.9,5065,2002,1,3.561649667,360
11000000,527019,Max,20.06.2003 00:00,106,6.6,6491,2002,0,-0.952089182,-100
6000000,1800,The Room,3.03.2004 00:00,99,3.6,40355,2003,0,-0.9997,-100
140000000,305413918,Pirates of the Caribbean: The Curse of the Black Pearl,9.07.2003 00:00,143,8,886092,2003,1,1.181527986,120
30000000,70099045,Kill Bill: Vol. 1,10.10.2003 00:00,111,8.1,807087,2003,1,1.336634833,130
94000000,377845905,The Lord of the Rings: The Return of the King,17.12.2003 00:00,201,8.9,1332020,2003,1,3.019637287,300
40000000,59696144,Love Actually,14.11.2003 00:00,135,7.7,346409,2003,1,0.4924036,50
3000000,707481,Oldboy: Cinco días para vengarse,21.11.2003 00:00,120,8.4,400279,2003,0,-0.764173,-80
17000000,35667218,Jeepers Creepers II,29.08.2003 00:00,100,5.6,49100,2003,1,1.098071647,110
25000000,90135191,Mystic River,15.10.2003 00:00,138,8,361466,2003,1,2.60540764,260
137000000,132177234,Hulk,20.06.2003 00:00,138,5.7,223943,2003,0,-0.035202672,0
94000000,380843261,Finding Nemo,30.05.2003 00:00,100,8.1,772029,2003,1,3.051524053,310
4000000,44585453,Lost in Translation,3.10.2003 00:00,102,7.8,345221,2003,1,10.14636325,1010
9200000,80571655,The Texas Chainsaw Massacre,17.10.2003 00:00,98,6.2,114916,2003,1,7.757788587,780
1500000,4599680,Thirteen,19.09.2003 00:00,100,6.8,72230,2003,1,2.066453333,210
4500000,34469210,Monster: Asesina en serie,30.01.2004 00:00,109,7.3,114157,2003,1,6.659824444,670
12600000,15417771,Wrong Turn,30.05.2003 00:00,84,6.1,93636,2003,1,0.223632619,20
40000000,138614544,Cheaper by the Dozen,25.12.2003 00:00,98,5.8,80652,2003,1,2.4653636,250
150000000,281492479,The Matrix Reloaded,15.05.2003 00:00,138,7.2,446954,2003,1,0.876616527,90
20000000,67406573,Holes,18.04.2003 00:00,117,7.1,63052,2003,1,2.37032865,240
22000000,51970690,Underworld,19.09.2003 00:00,121,7,225226,2003,1,1.362304091,140
70000000,66257002,Big Fish,9.01.2004 00:00,125,8,369336,2003,0,-0.0534714,-10
78000000,431881,Daredevil,14.02.2003 00:00,103,5.3,185444,2003,0,-0.994463064,-100
140000000,111110575,The Last Samurai,5.12.2003 00:00,154,7.7,340268,2003,0,-0.206353036,-20
35000000,81261177,School of Rock,3.10.2003 00:00,108,7.1,224330,2003,1,1.321747914,130
200000000,150371112,Terminator 3: Rise of the Machines,2.07.2003 00:00,109,6.3,326064,2003,0,-0.24814444,-20
60000000,106128601,The Italian Job,30.05.2003 00:00,111,7,302646,2003,1,0.768810017,80
30000000,52159536,Identity,25.04.2003 00:00,90,7.3,192146,2003,1,0.7386512,70
30000000,82622655,Freddy vs. Jason,15.08.2003 00:00,97,5.8,95076,2003,1,1.7540885,180
24000000,75585093,Old School,21.02.2003 00:00,88,7.2,193885,2003,1,2.149378875,210
76000000,127154901,2 Fast 2 Furious,6.06.2003 00:00,107,5.9,211309,2003,1,0.673090803,70
150000000,139313948,Matrix Revolutions,5.11.2003 00:00,129,6.7,387387,2003,0,-0.071240347,-10
78000000,66465204,The League of Extraordinary Gentlemen,11.07.2003 00:00,110,5.8,148712,2003,0,-0.147882,-10
100000000,48462608,Peter Pan,25.12.2003 00:00,113,6.9,57420,2003,0,-0.51537392,-50
7000000,12634962,House of 1000 Corpses,11.04.2003 00:00,89,6,64612,2003,1,0.804994571,80
68000000,33715436,Dreamcatcher,21.03.2003 00:00,136,5.5,80087,2003,0,-0.504184765,-50
95000000,65660196,Lara Croft Tomb Raider: The Cradle of Life,25.07.2003 00:00,117,5.5,110166,2003,0,-0.308840042,-30
79000000,95636509,Cold Mountain,25.12.2003 00:00,154,7.2,124413,2003,1,0.210588722,20
81000000,242829261,Bruce Almighty,23.05.2003 00:00,101,6.7,319425,2003,1,1.997892111,200
110000000,214949694,X-Men 2,2.05.2003 00:00,134,7.5,441189,2003,1,0.954088127,100
150000000,93927920,Master and Commander: The Far Side of the World,14.11.2003 00:00,138,7.4,178098,2003,0,-0.373813867,-40
22000000,58331254,Open Range,15.08.2003 00:00,139,7.5,57419,2003,1,1.651420636,170
85000000,47726342,The Rundown,26.09.2003 00:00,104,6.7,87321,2003,0,-0.438513624,-40
33000000,173398518,Elf,7.11.2003 00:00,97,6.9,162013,2003,1,4.254500545,430
50000000,105813373,How to Lose a Guy in 10 Days,7.02.2003 00:00,116,6.4,172078,2003,1,1.11626746,110
109000000,101149285,The Cat in the Hat,21.11.2003 00:00,82,3.8,39497,2003,0,-0.072024908,-10
26000000,110230332,Freaky Friday,6.08.2003 00:00,97,6.1,104892,2003,1,3.239628154,320
120000000,100830111,Charlie's Angels: Full Throttle,27.06.2003 00:00,106,4.8,105990,2003,0,-0.159749075,-20
130000000,138608444,Bad Boys II,18.07.2003 00:00,147,6.6,190484,2003,1,0.0662188,10
