,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,popularity,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released,budget_norm,runtime_norm,score_norm,votes_norm,popularity_norm
12,78000000,Other,USA,Other,Action,66465204,The League of Extraordinary Gentlemen,PG-13,11.07.2003 00:00,110,5.8,Sean Connery,148712,Alan Moore,2003,0,-0.147882,-10,FALSE,8698,tt0311429,The League of Extraordinary Gentlemen,"To prevent a world war from breaking out, famous characters from Victorian literature band together to do battle against a cunning villain.",10.488765,The power of seven become a league of one.,The League of Extraordinary Gentlemen,"Fantasy, Action, Thriller, Science Fiction","en, de, it","CZ, DE, GB, US","saving the world, vampire, bite, men, invisible man, captain nemo, allan quatermain, venezia, immortal",2003,1.4829901096679892,0.2899234298982734,-0.7043461745487122,0.7409079805006338,0.3489738997986379
13,7000000,Other,USA,Other,Horror,12634962,House of 1000 Corpses,R,11.04.2003 00:00,89,6.0,Sid Haig,64612,Rob Zombie,2003,1,0.804994571,80,FALSE,2662,tt0251736,House of 1000 Corpses,Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.,11.00913,You'll never get out alive.,House of 1000 Corpses,Horror,en,US,"upper class, halloween, psychopath, urban legend, youth, satanic ritual",2003,-1.0656855863722832,-1.2399562642198394,-0.448716752513865,-0.3314848147788757,0.5022952261081434
14,95000000,Paramount Pictures,USA,Other,Action,65660196,Lara Croft Tomb Raider: The Cradle of Life,PG-13,25.07.2003 00:00,117,5.5,Angelina Jolie,110166,Dean Georgaris,2003,0,-0.308840042,-30,FALSE,1996,tt0325703,Lara Croft Tomb Raider: The Cradle of Life,"Lara Croft ventures to an underwater temple in search of the mythological Pandora's Box but, after securing it, it is promptly stolen by the villainous leader of a Chinese crime syndicate. Lara must recover the box before the syndicate's evil mastermind uses it to construct a weapon of catastrophic capabilities.",13.076349,Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box,Lara Croft Tomb Raider: The Cradle of Life,"Action, Adventure, Fantasy, Thriller","en, zh","US, DE, JP, GB","riddle, treasure, medallion, kenia, alexander the great, pandora's box, chinese mafia, treasure hunt, hong kong, archaeologist, based on video game, archeology ",2003,2.0932364030860824,0.7998833279376444,-1.0877903076009825,0.24939249076408238,1.1113845362120311
15,22000000,Touchstone Pictures,USA,Other,Drama,58331254,Open Range,R,15.08.2003 00:00,139,7.5,Kevin Costner,57419,Lauran Paine,2003,1,1.651420636,170,FALSE,2055,tt0316356,Open Range,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,16.532577,No place to run. No reason to hide.,Open Range,Western,en,US,"horse, beef, ranger",2003,-0.527232974532789,2.402614436061382,1.4685039127474873,-0.4232056397068842,2.129734081219957
16,85000000,Columbia Pictures Corporation,USA,Other,Action,47726342,The Rundown,PG-13,26.09.2003 00:00,104,6.7,Dwayne Johnson,87321,R.J. Stewart,2003,0,-0.438513624,-40,FALSE,10159,tt0327850,The Rundown,"When Travis, the mouthy son of a criminal, disappears in the Amazon in search of a treasured artifact, his father sends in Beck, who becomes Travis's rival for the affections of Mariana, a mysterious Brazilian woman. With his steely disposition, Beck is a man of few words -- but it takes him all the discipline he can muster to work with Travis to nab a tyrant who's after the same treasure.",8.304835,cut to the chase,The Rundown,"Adventure, Action, Comedy, Thriller","pt, en",US,"hunter, bounty, bounty hunter, fight, amazon, treasure hunt, jungle",2003,1.7342679951930864,-0.14718505413547311,0.44598622460809967,-0.04191325725209353,-0.294503359754019
17,50000000,Other,USA,Other,Comedy,105813373,How to Lose a Guy in 10 Days,PG-13,7.02.2003 00:00,116,6.4,Kate Hudson,172078,Michele Alexander,2003,1,1.11626746,110,FALSE,9919,tt0251127,How to Lose a Guy in 10 Days,"An advice columnist, Andie Anderson (Kate Hudson), tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor, Lana (Bebe Neuwirth), loves it, and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry (Matthew McConaughey), who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet, their plans backfire.",5.188107,One of them is lying. So is the other.,How to Lose a Guy in 10 Days,"Comedy, Romance",en,"DE, US","new york, bet, journalist, therapist, advertising expert, relationship",2003,0.4778785675676001,0.7270319139320199,0.06254209155582942,1.0388572082592666,-1.212821983616063
18,120000000,Columbia Pictures Corporation,USA,Other,Action,100830111,Charlie's Angels: Full Throttle,PG-13,27.06.2003 00:00,106,4.8,Drew Barrymore,105990,Ivan Goff,2003,0,-0.159749075,-20,FALSE,9471,tt0305357,Charlie's Angels: Full Throttle,"The Angels are charged with finding a pair of missing rings that are encoded with the personal information of members of the Witness Protection Program. As informants are killed, the ladies target a rogue agent who might be responsible.",7.821116,This summer the Angels are back.,Charlie's Angels: Full Throttle,"Action, Adventure, Comedy","en, zh, es",US,"robbery, secret identity, secret agent",2003,2.990657422818573,-0.0014822261242242785,-1.982493284722947,0.1961426416191688,-0.43702723941753935
19,130000000,Columbia Pictures Corporation,USA,Other,Action,138608444,Bad Boys II,R,18.07.2003 00:00,147,6.6,Will Smith,190484,George Gallo,2003,1,0.0662188,10,FALSE,8961,tt0172156,Bad Boys II,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.",8.191436,"If you can't stand the heat, get out of Miami.",Bad Boys II,"Adventure, Action, Comedy, Thriller, Crime","en, es",US,"miami, ku klux klan, cuba, undercover, mexican standoff, ecstasy, guantánamo, slaughter, shootout, gunfight, bromance, gangster, violence, foot chase, interrogation, car chase, drug lord, exploding house, narcotics cop, illegal drugs, dea agent, buddy cop, criminal underworld, action hero, haitian gang, minefield",2003,3.349625830711569,2.985425748106377,0.31817151359067547,1.2735594887576573,-0.32791545526807503
20,55000000,Universal Pictures,USA,Other,Comedy,104565114,American Wedding,R,1.08.2003 00:00,96,6.3,Jason Biggs,171577,Adam Herz,2003,1,0.901183891,90,FALSE,8273,tt0328828,American Wedding,"With high school a distant memory, Jim and Michelle are getting married -- and in a hurry, since Jim's grandmother is sick and wants to see him walk down the aisle -- prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever, doling out advice no one wants to hear.",14.397139,Forever hold your piece.,American Wedding,"Comedy, Romance",en,US,"handcuffs, sister sister relationship, spanner, blow job, stag night, wedding",2003,0.6573627715140982,-0.7299963661804685,-0.06527261946159475,1.032468756529956,1.500544596124461
21,26000000,New Line Cinema,USA,Other,Horror,46961214,Final Destination 2,R,31.01.2003 00:00,90,6.2,A.J. Cook,129165,J. Mackye Gruber,2003,1,0.806200538,80,FALSE,9358,tt0309593,Final Destination 2,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.",12.638573,Death is like a boomerang. it keeps coming back,Final Destination 2,"Horror, Mystery",en,US,"ambulance, premonition, hospital",2003,-0.3836456113755905,-1.1671048502142152,-0.1930873304790178,0.491656351852256,0.982397388831884
22,20000000,Other,USA,Other,Crime,16248701,21 Grams,R,16.01.2004 00:00,124,7.7,Sean Penn,200427,Guillermo Arriaga,2003,0,-0.18756495,-20,FALSE,470,tt0315733,21 Grams,"This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English émigré, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever.",6.372278,How much does life weigh?,21 Grams,"Drama, Crime, Thriller",en,US,"life and death, transplantation, suicide attempt, desperation, loss of family, ex-detainee, sadness, rage and hate, car crash",2004,-0.5990266561113882,1.3098432259770154,1.7241333347823344,1.4003466654932597,-0.8639156038686675
23,50000000,Universal Pictures,USA,Other,Crime,19593740,The Life of David Gale,R,21.02.2003 00:00,130,7.6,Kevin Spacey,94693,Charles Randolph,2003,0,-0.6081252,-60,FALSE,11615,tt0289992,The Life of David Gale,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,9.930326,The crime is clear. The truth is not.,The Life of David Gale,"Drama, Thriller, Crime","en, es","DE, GB, US","prison, journalist, texas, professor, death penalty, death row, interview, murder, reporter, intern, innocent, activist",2003,0.4778785675676001,1.7469517100107619,1.5963186237649103,0.052090068393572865,0.18443437822636863
24,15000000,DreamWorks,USA,Other,Drama,13005485,House of Sand and Fog,R,9.01.2004 00:00,126,7.6,Jennifer Connelly,58778,Andre Dubus III,2003,0,-0.132967667,-10,FALSE,11093,tt0315983,House of Sand and Fog,"Behrani, an Iranian immigrant buys a California bungalow, thinking he can fix it up, sell it again, and make enough money to send his son to college. However, the house is the legal property of former drug addict Kathy. After losing the house in an unfair legal dispute with the county, she is left with nowhere to go. Wanting her house back, she hires a lawyer and befriends a police officer. Neither Kathy nor Behrani have broken the law, so they find themselves involved in a difficult moral dilemma.",9.245145,Some dreams can't be shared.,House of Sand and Fog,Drama,"en, fa",US,"san francisco, immigrant, house, intimidation, iranian",2004,-0.7785108600578862,1.4555460539882643,1.5963186237649103,-0.4058764862136041,-0.017448645578217147
25,29000000,Columbia Pictures Corporation,USA,Other,Action,56359780,Once Upon a Time in Mexico,R,12.09.2003 00:00,102,6.4,Antonio Banderas,137276,Robert Rodriguez,2003,1,0.94344069,90,FALSE,1428,tt0285823,Once Upon a Time in Mexico,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",8.843365,The Time Has Come.,Once Upon a Time in Mexico,Action,"en, es",US,"corruption, cia",2003,-0.27595508900769167,-0.29288788214672196,0.06254209155582942,0.5950829625836722,-0.135829863539904
26,60000000,Paramount Pictures,USA,Other,Action,31186896,The Core,PG-13,28.03.2003 00:00,135,5.5,Aaron Eckhart,81258,Cooper Layne,2003,0,-0.4802184,-50,FALSE,9341,tt0298814,The Core,"Geophysicist Dr. Josh Keyes discovers that an unknown force has caused the earth's inner core to stop rotating. With the planet's magnetic field rapidly deteriorating, our atmosphere literally starts to come apart at the seams with catastrophic consequences. To resolve the crisis, Keyes, along with a team of the world's most gifted scientists, travel into the earth's core. Their mission: detonate a device that will reactivate the core.",11.664861,Earth has a deadline.,The Core,"Action, Thriller, Adventure, Science Fiction",en,"US, CA, DE","magnetic field, center of the earth, disaster film",2003,0.8368469754605963,2.111208780038884,-1.0877903076009825,-0.11922499943734521,0.6955010462963924
27,48000000,Dimension Films,USA,Other,Comedy,110003217,Scary Movie 3,PG-13,24.10.2003 00:00,84,5.5,Anna Faris,118792,Craig Mazin,2003,1,1.291733688,130,FALSE,4256,tt0306047,Scary Movie 3,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",11.142209,Great trilogies come in threes.,Scary Movie 3,Comedy,en,US,horror spoof,2003,0.40608488598900094,-1.6042133342479616,-1.0877903076009825,0.35938607283401164,0.5415058739878864
28,65000000,Other,USA,Other,Drama,63860942,Mona Lisa Smile,PG-13,19.12.2003 00:00,117,6.4,Julia Roberts,65841,Lawrence Konner,2003,0,-0.017523969,0,FALSE,11820,tt0304415,Mona Lisa Smile,"The story of Katherine Ann Watson, a feminist teacher who studied at UCLA graduate school and in 1953 left her boyfriend behind in Los Angeles, California to teach at Wellesley College, a conservative women's private liberal arts college in Massachusetts, United States.",10.527191,"In a world that told them how to think, she showed them how to live.",Mona Lisa Smile,"Drama, Romance",en,US,"faculty, art history, rowing, school nurse, femininity, teacher hero, womens issues",2003,1.0163311794070944,0.7998833279376444,0.06254209155582942,-0.31581334337104555,0.3602958090061537
29,10000000,Other,USA,Other,Drama,365734,The Brown Bunny,NOT RATED,14.11.2003 00:00,93,5.0,Vincent Gallo,12152,Vincent Gallo,2003,0,-0.9634266,-100,FALSE,12703,tt0330099,The Brown Bunny,"Bud Clay races motorcycles in the 250cc Formula II class of road racing. After a race in New Hampshire, he has five days to get to his next race in California. During his road trip, he is haunted by memories of the last time he saw Daisy, his true love.",4.735377,"I'm not going to be okay, Bud.",The Brown Bunny,Drama,"en, de","FR, JP, US","rape, ambulance, ex-girlfriend, memory, unsimulated sex, motorcycle",2003,-0.9579950640043843,-0.9485506081973418,-1.7268638626880999,-1.0004232932611952,-1.3462152057968444
30,75000000,Other,USA,Other,Comedy,135645823,Anger Management,PG-13,11.04.2003 00:00,106,6.2,Jack Nicholson,180365,David Dorfman,2003,1,0.808610973,80,FALSE,9506,tt0305224,Anger Management,"After a small misunderstanding aboard an airplane escalates out of control, timid businessman Dave Buznik is ordered by the court to undergo anger management therapy at the hands of specialist Dr. Buddy Rydell. But when Buddy steps up his aggressive treatment by moving in, Dave goes from mild to wild as the unorthodox treatment wreaks havoc with his life.",9.409379,Feel the Love.,Anger Management,Comedy,en,US,"penalty, therapist, psychology, aggression, rage, anger, anger management",2003,1.3752995873000904,-0.0014822261242242785,-0.1930873304790178,1.1445280655063688,0.03094157033775552
31,35000000,Fox 2000 Pictures,USA,Other,Comedy,20298207,Down with Love,PG-13,16.05.2003 00:00,101,6.3,Ewan McGregor,34946,Eve Ahlert,2003,0,-0.420051229,-40,FALSE,10720,tt0309530,Down with Love,"In 1962 New York City, love blossoms between a playboy journalist and a feminist advice author.",9.392508,The ultimate catch has met his match,Down with Love,"Action, Comedy, Romance, Thriller",en,"DE, US","sex, journalist, empowerment, womanizer, playboy, farce, author, feminist, new york city",2003,-0.060574044271894,-0.3657392961523464,-0.06527261946159475,-0.709767866678542,0.025970667036865413
32,30000000,Miramax,Other,Other,Drama,5381227,The Human Stain,R,31.10.2003 00:00,106,6.3,Anthony Hopkins,26598,Philip Roth,2003,0,-0.820625767,-80,FALSE,10922,tt0308383,The Human Stain,"Coleman Silk is a worldly and admired professor who loses his job after unwittingly making a racial slur. To clear his name, Silk writes a book about the events with his friend and colleague Nathan Zuckerman, who in the process discovers a dark secret Silk has hidden his whole life. All the while, Silk engages in an affair with Faunia Farley, a younger woman whose tormented past threatens to unravel the layers of deception Silk has constructed.",8.408429,How far would you go to escape the past?,The Human Stain,"Drama, Thriller, Romance",en,"FR, DE, US","black people, professor for literature",2003,-0.24005824821839206,-0.0014822261242242785,-0.06527261946159475,-0.8162165593657399,-0.2639802279567098
33,18000000,Touchstone Pictures,USA,Other,Comedy,43610723,Under the Tuscan Sun,PG-13,26.09.2003 00:00,113,6.8,Diane Lane,39134,Frances Mayes,2003,1,1.422817944,140,FALSE,10934,tt0328589,Under the Tuscan Sun,"After a rough divoce, Frances, a 35 year old book editor from San Francisco takes a tour of Tuscany at the urgings of her friends. On a whim she buys Bramasole, a run down villa in the Tuscan countryside and begins to piece her life together starting with the villa and finds that life sometimes has unexpected ways of giving her everything she wanted.",8.508008,Life offers you a thousand chances ... all you have to do is take one.,Under the Tuscan Sun,Romance,"en, fr, de, it, pl, es","IT, US","depression, toscana, recreation, author, divorce, woman director",2003,-0.6708203376899874,0.5084776719151467,0.5738009356255227,-0.6563650007257407,-0.23464008334172934
34,70000000,Other,USA,Other,Action,43734876,Tears of the Sun,R,7.03.2003 00:00,121,6.6,Bruce Willis,99418,Alex Lasker,2003,0,-0.375216057,-40,FALSE,9567,tt0314353,Tears of the Sun,"Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.",10.614987,He was trained to follow orders. He became a hero by defying them.,Tears of the Sun,"Action, Drama, War",en,US,"u.s. army, nigeria, president",2003,1.1958153833535923,1.091288983960142,0.31817151359067547,0.11234043649934793,0.3861641882489337
35,20000000,Warner Bros.,USA,Other,Comedy,35990505,What a Girl Wants,PG,4.04.2003 00:00,105,5.8,Amanda Bynes,51247,William Douglas-Home,2003,1,0.79952525,80,FALSE,10735,tt0286788,What a Girl Wants,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",6.743151,Trying to fit in. Born to stand out.,What a Girl Wants,Comedy,en,US,"london england, england, daughter, politician, teenage girl, father daughter relationship, american abroad, teen comedy, woman director",2003,-0.5990266561113882,-0.07433364012984871,-0.7043461745487122,-0.5019072845637823,-0.7546408827548623
36,60000000,Other,USA,Ron Howard,Adventure,26900336,The Missing,R,26.11.2003 00:00,137,6.5,Tommy Lee Jones,29091,Thomas Eidson,2003,0,-0.551661067,-60,FALSE,12146,tt0338188,The Missing,"When rancher and single mother of two Maggie Gilkeson sees her teenage daughter, Lily, kidnapped by Apache rebels, she reluctantly accepts the help of her estranged father, Samuel, in tracking down the kidnappers. Along the way, the two must learn to reconcile the past and work together if they are going to have any hope of getting Lily back before she is taken over the border and forced to become a prostitute.",8.975439,"How far would you go, how much would you sacrifice to get back what you have lost?",The Missing,"Thriller, Western, Adventure","en, es",US,"mexico, based on novel, new mexico, apache, baby-snatching, daughter, frontier, criminal, 19th century",2003,0.8368469754605963,2.256911608050133,0.19035680257325244,-0.7844273175270737,-0.09691533075810367
37,80000000,Columbia Pictures Corporation,USA,Other,Comedy,124728738,Something's Gotta Give,PG-13,12.12.2003 00:00,128,6.7,Jack Nicholson,96603,Nancy Meyers,2003,1,0.559109225,60,FALSE,6964,tt0337741,Something's Gotta Give,"Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother, Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape.",8.524847,Schmucks are people too.,Something's Gotta Give,"Drama, Comedy, Romance","fr, en",US,"age difference, ladykiller, woman director",2003,1.5547837912465885,1.601248881999513,0.44598622460809967,0.07644524364902903,-0.2296786085812715
38,40000000,Columbia Pictures Corporation,USA,Other,Horror,59694580,Gothika,R,21.11.2003 00:00,98,5.8,Halle Berry,94370,Sebastian Gutierrez,2003,1,0.4923645,50,FALSE,4970,tt0348836,Gothika,"After a car crash, a criminal psychologist (Halle Berry) comes to, only to find that she's a patient in the same mental institution that currently employs her. It seems she's been accused of murdering her husband -- but she has no memory of committing the crime. As she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.",10.939066,Because someone is dead doesn't mean they're gone.,Gothika,"Horror, Thriller",en,US,"amnesia, mental institution, patient, trust, false accusations, medication, gothic, mental illness",2003,0.11891015967460404,-0.5842935381692197,-0.7043461745487122,0.04797136598126274,0.4816514368322519
